"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",0,496.659896724141,0,0,1289.10955639859,884.355260756614,137.265685399744,0,1124.38531488343,1580.7346990385,1409.32984228813,950.264907607182,0,3483.86699574219,0,0,0,669.433114973304,1557.11156280071,0,0
"2",714.686203227693,0,0,1605.99497060673,121.18239842263,1131.45659656259,1870.22303372163,0,405.841922489082,0,0,814.250772997141,0,0,1270.73811495121,180.301755968508,85.1710666721983,0,793.98042676592,0,742.606921010114
"3",82.8443525877315,0,0,102.160588996237,0,0,1815.03072388787,0,315.404111375212,456.290159173103,318.881532443215,0,0,0,725.950612684545,642.051868849336,103.316835786807,970.853153901949,0,1338.17815508845,0
"4",517.823703581454,439.788761505586,0,0,144.063387022304,2212.63162622902,2257.49251104641,0,1261.5080918512,0,0,1016.70527315948,1361.89610826741,0,231.665144127522,0,2812.965912235,296.805894731488,399.016436506068,659.213952881175,0
"5",1924.90032901929,555.965606695538,0,1717.28444843956,0,0,0,0,37.5524779739716,682.581457352999,0,0,183.634096143823,1044.6102896222,257.923897826963,0,0,0,954.981840715272,13.3008555184285,1917.82652885264
"6",0,0,140.196910181784,0,1860.71550459772,0,0,0,0,497.922809868502,0,451.412468791789,0,0,2055.60861683051,300.254904786877,0,1402.47423618608,61.0398092815373,0,1290.51909317743
"7",0,0,1799.28708215328,1287.13204651575,0,494.871306298618,0,1171.67157702119,846.055805030076,0,0,0,0,2019.46023508313,1418.17826616675,0,0,0,0,116.748507924094,0
"8",0,1684.95509640861,819.652778185296,0,744.692806091125,76.4673054861358,348.749714696153,0,622.477738162958,183.147982393353,2042.87436902365,0,0,936.100908586625,0,713.308911452257,186.236082777695,121.555260383148,504.793909316093,1525.15524581613,1253.19332773527
"9",0,0,0,0,1045.96979736111,409.61368358683,501.285814975616,1184.77283476374,0,174.095060131699,1411.3077820955,147.365105542432,1823.35412613509,0,582.791893291741,1130.31615861932,0,342.704294359042,0,2208.38867394023,0
"10",88.7992401886535,1638.22596987278,56.6616249486406,0,312.256314668211,155.463687677266,413.861943391282,0,270.318217992406,0,0,847.093006289137,142.53069950081,0,0,0,1277.36089705008,0,889.502217689042,0,1778.33047300183
"11",1178.53608448964,0,0,261.892889690742,0,0,0,0,0,774.019886348723,0,574.10139806125,0,0,0,150.978289806478,0,1022.9476076264,76.2132537585037,645.414286502152,2831.91027462278
"12",0,230.13967000438,1108.83447038343,0,1336.79015314951,0,1053.83731232163,113.323716908869,3247.85481848398,332.841779000184,0,0,0,0,209.415393758926,1779.96963500901,0,625.391949822204,0,0,285.540064570485
"13",288.873601644292,0,0,0,0,0,40.8353286937448,1848.74684881122,0,1251.13914143299,1978.18205180805,0,0,0,225.404343340602,567.506908488895,1012.87012873354,1984.23457949596,857.23950132246,0,692.801759559188
"14",2166.10438020529,202.409806016304,334.569845798602,160.971241998015,0,41.8362829976641,1131.67549087448,356.800610573152,0,0,0,0,0,0,481.867366164379,0,0,599.351298939008,0,0,0
"15",2039.61805612789,215.591205314658,0,1599.80053392071,424.87288408157,490.2949998811,408.171919351835,0,0,1197.80462295316,932.5143998277,2886.92798479654,243.695793366671,1191.81199180488,0,386.744151669201,0,722.217698183168,107.645745400026,419.829268497589,1057.93718384703
"16",339.310702132036,0,2937.4596919644,638.760007439921,1757.20960485418,1836.91975140824,0,204.241727595288,880.31048903714,0,1472.10524186105,0,103.300702237235,0,453.57876874293,0,2442.62879032482,594.841922185556,0,0,0
"17",179.078096563235,2735.66442546719,149.065869036084,0,0,1572.66030658769,0,2403.34506962495,0,1064.56406737378,248.043490351944,0,0,0,183.617850609369,0,0,0,852.724137868228,1030.05464127323,1177.91818270154
"18",0,1432.08655974912,1247.17999160467,0,0,0,0,1299.82494425147,0,1363.47597079579,0,1344.15343095052,362.287972631188,614.55600301495,832.92835968585,1636.29342934042,171.441422309834,0,0,719.672353841815,15.0917214181075
"19",0,0,803.263889507409,828.945115877123,0,0,0,185.076973485831,0,0,0,0,5254.65393616686,0,0,75.6615133325946,910.122139572776,0,0,426.749199780709,0
"20",45.4587358110381,75.9552346491352,0,943.308202140913,0,0,0,1182.41635936606,439.59276950114,0,0,0,0,0,884.426253113227,2192.71613126045,0,0,2448.88438080409,0,533.266081299549
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
