"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",0,0,0,3194.86092681197,2176.35023908018,1446.55681823305,0,0,0,0,0,2071.92982573183,0,1395.66249497758,0,0,0,682.852818055911,0,0,0
"2",0,0,0,0,23.1246806524592,0,3588.95617109146,3770.07035597678,0,541.285416694413,122.217687368513,1397.53951746018,0,118.614604518739,309.04906527102,0,0,0,222.349077022451,0,0
"3",239.896229185135,0,0,0,0,1723.43366485881,0,0,881.921228625544,0,0,0,126.414380694627,0,0,579.546841635463,1422.41951694857,1364.16917434651,0,634.328618791193,3618.65018897727
"4",0,0,0,0,0,101.897401904944,1522.94137413129,1347.22908129647,0,0,0,125.38486093521,839.647327860372,0,0,904.120660194795,0,0,777.377291759242,75.5941063831776,580.006042148264
"5",313.664231646723,0,3171.46316145339,569.548299849913,0,841.038390647318,43.1343346576353,1443.07625255261,1308.90225035269,0,1559.67401532667,0,0,0,0,0,152.176919301626,0,0,0,1903.61210976143
"6",994.560990769666,2581.08596638698,514.707060302159,12.0787790835783,0,0,940.055127482471,0,0,1801.16257308917,375.047929744287,45.8673373741875,0,2144.54265717991,635.544518303293,0,42.8234599300924,0,855.991885931559,0,0
"7",732.395134624144,0,0,359.231043037603,0,754.577301703535,0,0,0,359.771112542243,0,299.788579727017,413.719321252114,298.751901435105,1395.90228617513,1228.24681796613,2885.87632993291,0,1107.62182852832,0,727.641126248764
"8",0,0,933.27209656646,1354.51625225253,0,0,0,0,0,0,0,0,1677.0094562366,0,1687.85619121771,959.20815315128,768.487084852365,586.405242483926,318.09827510764,176.036159122625,1146.17011520628
"9",0,499.495475380814,853.338929748032,357.432464436442,153.795106966284,0,418.23115870051,0,0,736.050754541924,1268.17472351176,1384.4851377538,0,349.91984984986,863.794246955157,765.974199649976,0,87.9635116218979,0,202.307790714119,34.3517931986024
"10",1884.73565937197,2962.54408400293,0,612.60335402704,1587.20306715644,0,0,0,490.019541551551,0,0,0,0,0,1588.00339299143,0,835.813775144777,895.328188849923,0,509.206928724571,0
"11",802.824117619516,0,1248.51450098073,0,1589.14687835272,0,816.991785784455,0,45.5554676452863,640.610442880128,0,459.32012312934,391.520480462539,1342.4518560329,0,417.370782518414,799.643032585107,3486.74034787319,175.187114545729,1282.86933187493,672.62200862461
"12",2266.04330765771,0,0,0,0,2204.21550538888,0,0,1044.2424730659,0,0,0,0,0,0,0,0,1330.31240011407,0,1113.34842974113,2154.10426883038
"13",0,232.230336289779,349.44193240202,611.433347380644,0,1963.41694015951,1849.66427475235,0,29.8320020144103,1585.14670590214,1816.92792409854,0,0,0,378.455738664778,0,491.936431195678,807.627525457027,460.54603012719,1232.64877737353,0
"14",0,0,1390.45905691715,0,1785.33455625217,72.6039887643212,0,0,0,0,78.6676338219448,927.447053045892,0,0,0,0,461.119874433537,0,3062.78325676813,1431.38298658967,2753.46661031596
"15",0,1527.33964088561,0,0,1498.0393195345,431.571607740473,415.2597751539,538.652711682044,1576.39351149085,0,0,105.230645689476,937.685974858643,0,0,2094.82706873358,242.711122957038,620.693933897071,0,190.029912278491,0
"16",26.8698125059008,0,592.579168780123,1394.61056146387,0,0,0,0,178.086448164648,122.352461468433,656.694002604489,278.926675120282,1271.578352359,1291.82242407647,194.881638310462,0,482.578792529301,0,2051.46045660163,0,389.760070258628
"17",462.523820883824,649.137750256677,0,72.6969479193278,0,281.735183745885,0,265.515325355038,0,0,0,89.6488106469378,2411.34080011796,1122.59857878372,0,1221.58563368101,0,0,0,0,2245.11048832712
"18",212.649963802865,0,328.947702533945,274.708009539155,0,0,0,0,1615.90596264736,0,1072.87998788942,0,966.840395633194,0,86.9860989134719,1799.02599446247,0,0,0,1985.31066037236,0
"19",100.485064811978,986.026924238578,0,0,0,0,0,1644.87275230297,274.988462563117,2224.94894360612,0,0,62.5944664682842,641.700693852938,2088.87725827954,0,683.439497260285,0,0,672.076806792121,0
"20",1696.91336360492,180.717417194593,0,265.781630267882,458.239001225028,0,0,481.460631810704,1867.74209509848,1133.46563708559,2849.1679278282,2371.52464250728,738.736445012908,372.124954921815,0,0,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
