"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,34450.2552574398,79559.9909877173,0,1015.14423948733,6758.32196026444,17951.1038321371,26638.9845829008,17651.8639080707,2377.60380950842,0
"2",22928.8307032382,0,0,4092.19636810973,672.146878256212,10880.3658003085,17218.2699750919,2639.30318189042,0,0,0
"3",94177.7587576984,4370.76963377244,0,11525.1119225225,0,3421.18949030918,0,0,3158.10865047922,0,0
"4",14881.7097036821,0,0,0,0,3688.46719880275,0,0,0,0,0
"5",0,0,17.8878559677969,1699.09218108511,0,0,884.907545324548,6133.89711998011,1628.795688621,2743.14114680673,620.423941114339
"6",5964.8365382917,0,4762.6477183292,0,5564.69104065603,0,0,0,9757.99696186692,0,0
"7",29890.33902303,4198.57655133728,2030.54100130211,0,0,0,0,0,0,0,0
"8",5879.93159940431,7826.13601035142,8839.57991604357,0,1659.37437604389,1168.39880364607,0,0,5129.50381967057,4805.74048284131,0
"9",11114.4093803403,4279.31438223813,13387.2546721202,0,4969.41990954104,9.55542971220166,0,0,0,3568.34945841765,0
"10",0,3969.37880147656,8456.04963720892,1156.80584207536,0,0,0,0,0,0,0
"11",0,0,0,0,0,0,0,0,0,0,0
