"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,30747.7349495047,93340.8857281286,94.07646353577,0,5396.90166736874,28836.4105403133,18008.2298580806,8364.45855214048,1614.57081845366,0
"2",36832.1926435451,0,0,10608.7812859653,0,9720.88573068341,0,0,0,1269.25324670063,0
"3",82011.423274868,12.1503251495833,0,0,2135.67043202001,1659.53613652184,0,12431.9977109403,17781.7366341692,0,620.42394111434
"4",13447.6382706253,0,0,0,0,4088.80600586309,469.742704255213,0,563.989921741385,0,0
"5",0,1596.79679438561,0,5685.40327443031,0,0,4498.02454602848,0,1947.92086405538,0,0
"6",10292.7554442219,8792.95784439772,694.076767117437,1849.70847512735,2170.57016632321,0,2250.10356195657,0,0,0,0
"7",4703.11531544458,1365.09590311912,19703.71921845,235.236814733716,0,0,0,1444.12626731924,8668.16305660286,0,0
"8",25375.2422074296,0,3315.27007499406,0,3807.00488857892,0,0,0,0,2811.1478369973,0
"9",7053.6274241791,16449.5698231396,0,0,0,5060.1691426062,0,965.073847022637,0,7799.86299542251,0
"10",5121.82112537139,130.124996917464,0,0,5767.53095706256,0,0,2562.7572014093,0,0,0
"11",0,0,0,0,0,0,0,0,0,0,0
