"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,13280.04464767,85795.5621022809,9546.14394645056,1193.17414426884,11706.7528057377,31553.5320023913,6889.84309754246,23086.8309253802,3351.38490580437,0
"2",49523.4862843253,0,4327.29280380036,3929.72883245798,0,0,0,0,627.440912016681,0,23.1640742954871
"3",102341.780111184,0,0,2853.72309016063,6027.44708228969,0,1211.8915207822,0,2528.20974048583,1689.88690987808,0
"4",15424.5809683791,0,2478.26191216004,0,0,0,0,667.3340219458,0,0,0
"5",8949.44164190794,0,774.572398062122,0,0,488.390664726136,0,1947.67781075184,1568.06296345174,0,0
"6",1325.66058990736,0,0,2143.61044472335,0,0,0,13065.1767371397,9515.72448737394,0,0
"7",867.907256444249,1070.03291452961,16843.2450786971,0,0,8355.4001607837,0,8982.87116521465,0,0,0
"8",3604.02144142995,21602.695055029,1051.125562831,0,0,0,0,0,0,8453.56308189179,597.259866818854
"9",1435.92146033853,18251.82372677,3361.63098135296,0,5455.77486948777,3150.07509783584,3288.85782938052,2384.21926720423,0,0,0
"10",1365.01595176804,4889.83429261595,2422.26094950588,0,1204.3803479381,2225.67995396007,0,1475.06278497285,0,0,0
"11",0,0,0,0,0,0,0,0,0,0,0
