"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,0,103017.576213516,6618.03332806358,7003.85425523662,0,24362.3734302486,28095.6409875321,13794.0713029467,3511.71905998184,0
"2",20166.7364804663,0,2686.20797007583,5482.92463991296,2617.04315989751,0,3599.48260622722,0,20021.2290064364,3857.4890438795,0
"3",112108.904548177,0,0,0,0,0,0,0,2147.00477884316,2397.02912776031,0
"4",0,7461.64233960879,0,0,0,0,8092.42531607789,3016.10924679815,0,0,0
"5",0,0,0,0,0,9267.7357128029,0,4300.43465044119,0,0,159.975115655592
"6",3113.80026609781,12960.4201389535,6869.42933044501,0,1894.11324641216,0,0,0,1212.40927723557,0,0
"7",35150.8824946299,0,968.574081039393,0,0,0,0,0,0,0,0
"8",0,31580.067342048,0,0,0,0,0,0,0,3728.59766595251,0
"9",14297.4919163136,0,0,6372.24834581588,0,16658.5629702405,0,0,0,0,0
"10",0,7092.30081600439,3512.16419361316,0,2365.76578243816,0,0,0,151.554663246314,0,460.448825458751
"11",0,0,0,0,0,0,0,0,0,0,0
