"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,40961.0618226504,86697.4895848384,9924.53297128525,0,8155.67833729814,27532.0158223497,12585.45525067,0,0,547.034788434173
"2",37291.214222885,0,10853.4106744709,0,2758.7208198516,0,5045.17381495829,0,0,2409.20422204887,73.3891526801675
"3",92923.9109654068,0,0,1116.21484356013,6100.13289862366,2232.77968457006,2394.33828825433,0,7805.99504075821,4079.56673360735,0
"4",15703.12759757,1327.10361578983,1539.94568912526,0,0,0,0,0,0,0,0
"5",1803.91628707077,0,1847.01611720816,0,0,0,0,0,10077.2130746207,0,0
"6",17605.0736780289,1316.17927145687,0,1304.2239348314,4741.94194783533,0,1082.75342699162,0,0,0,0
"7",0,0,0,375.401057846729,0,0,0,22826.7296341017,5911.26194180307,7006.06394191782,0
"8",4026.65568378167,11586.4171016056,8256.70617356605,2481.58001486961,41.2516262761656,0,0,0,8916.05440790117,0,0
"9",13689.9318678447,317.476479506819,7783.05422384366,0,0,15537.8406611751,0,0,0,0,0
"10",1793.98540309621,3586.19234560518,76.3293256374839,3271.25349139912,238.729151397734,0,0,0,4615.74456362524,0,0
"11",0,0,0,0,0,0,0,0,0,0,0
