"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,57527.1492900663,72277.6112360724,6432.9653406478,0,0,0,0,0,0,0
"2",13762.8559991734,0,15017.1322219124,0,12387.8881224701,6872.51268607153,8675.02103390605,11926.2566205357,6727.82421393575,15136.4520484689,0
"3",58895.5702959062,8516.76157918853,0,14295.3316572268,1112.86483433684,6552.79132552829,0,3251.23016433664,0,8959.3542400625,0
"4",0,11224.9385243184,4588.25211014482,0,0,0,13439.9339175083,0,0,0,0
"5",0,0,0,0,0,0,5673.41955894545,5143.45664590592,16158.0439475745,0,0
"6",15604.6881881179,0,0,5517.60083775248,0,0,0,0,5671.93743208167,0,0
"7",32175.443043485,0,0,0,0,0,0,0,0,0,0
"8",14055.68951527,4608.07675536635,0,0,0,13012.3688272268,0,0,0,0,0
"9",0,2209.33407251797,0,2304.76416017513,13700.6097843713,0,2795.71693830021,7425.80630191137,0,0,0
"10",1770.16694440129,7157.11410760862,9128.27170180793,193.177313258504,0,232.807592231283,1352.47574889403,4193.0265184021,0,0,0
"11",0,0,227.779258997798,417.63035024152,0,0,0,0,0,0,0
