"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,74758.5240183406,40966.9477768568,0,5568.21860779234,0,0,1318.87598567898,10075.3665372433,3549.79294087283,0
"2",38204.1120200093,0,6955.37545188005,10315.5210559967,5693.10054559181,0,16002.375563957,0,13335.4583090377,0,0
"3",37177.2627387467,4779.56878211148,0,2290.25795859644,7355.90084574452,12599.4555690289,3793.64121643663,13952.5485941614,5146.98074731044,14488.2876444511,0
"4",2177.8485352387,0,9296.96486977764,0,0,7528.09510525838,9556.85555450298,693.360487194279,0,0,0
"5",9146.21895207145,0,8598.60955515285,0,0,6000.28908054998,798.754506058962,2193.32839499462,0,237.719663598398,0
"6",10543.995275232,1688.61099488981,1234.50294839625,0,8347.56667003459,0,0,4460.42495597301,0,519.125613426613,0
"7",934.142241728892,5767.74497982653,21956.5520071872,0,0,0,0,0,0,3517.0038147415,0
"8",13709.7054616384,0,9094.03573578946,4762.37487435241,0,542.640676219892,1783.50173842003,0,0,1783.87661144206,0
"9",13918.8974948771,4248.92555389423,2888.34919837577,4199.56549009291,0,0,1.43861817822475,3179.05490185779,0,0,0
"10",9823.36285354222,0,233.76147525456,7593.75028026389,233.982386311223,0,0,6142.18293123175,0,0,0
"11",628.868413270945,0,13.9475102638148,0,2.59368570455808,0,0,0,0,0,0
