"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,71204.4944754509,18226.6754528894,14286.5853743243,2337.5515596567,769.43843906499,11268.4740984453,1536.82537807938,12319.8234899128,4287.85759896128,0
"2",19842.2064852829,0,47332.2141436993,0,14273.3104527721,489.888750160538,1437.2074232964,0,6280.29852316037,850.817168100428,0
"3",46855.8122804182,5957.28402580413,0,2912.75103520124,0,14444.2134582989,0,28507.431467726,2628.10010495033,278.311724189148,0
"4",6636.81175382003,58.1633730050856,3949.37535948972,0,3204.37054314009,0,10619.4518807399,0,3758.53302343319,1026.41861834361,0
"5",15592.0270909727,0,0,0,0,8989.90958042446,0,0,0,2392.98348102869,0
"6",3032.42548521778,174.605924980231,11051.0358835419,0,7386.13018561054,0,5150.02897860196,0,0,0,0
"7",19861.8285241877,4682.99843663655,7630.61608265987,0,0,0,0,0,0,0,0
"8",5562.73589445786,4780.21078769887,9142.4084240572,1854.77526910084,0,1977.03020310836,0,0,3571.05045213474,4787.92406730429,0
"9",9778.94443720311,4385.61730548562,1513.71075153969,0,0,0,2286.46513244227,0,0,10471.4936306052,0
"10",8771.65414463281,0,2077.56871197996,10107.3579806762,0,0,1174.93968402752,1895.51940528694,0,0,0
"11",329.967890161624,0,315.441719077696,0,0,0,0,0,0,0,0
