"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,0,57687.9132289236,6892.44035906186,12600.5186326116,3911.29759548565,7575.80607527411,21679.933126929,9684.36723826228,16205.4496102368,0
"2",86981.4537061766,0,1651.9741283149,0,0,772.034534774246,529.551226295134,570.929350911538,0,0,0
"3",9394.53988531209,81878.8180740436,0,8115.48823812726,0,0,0,1753.58967975019,441.46821935433,0,0
"4",12948.0995801745,0,7789.90996294958,0,0,1849.10708792569,6666.00792092203,0,0,0,0
"5",11897.2151926068,0,0,0,0,0,6818.85807839156,0,5177.432056548,3081.41482487976,0
"6",6336.31878439989,0,4416.80695468585,0,6664.06187069106,0,7883.93931964258,0,957.238322211827,535.861206321033,0
"7",0,0,25884.055176584,753.365226972537,0,0,0,4142.32048249706,0,1395.70215743061,0
"8",8706.78683768483,0,3808.38707747669,6056.79672773604,2006.33398337822,0,0,0,9361.98834706506,1735.84212452131,0
"9",0,8909.09822918291,0,0,5930.44825449825,6389.69180382261,2462.40457702846,3793.0036110043,0,951.584781739434,0
"10",0,0,0,7343.37910740484,0,13748.3494090489,0,0,2935.31141014988,0,0
"11",0,455.458025835687,0,0,0,0,0,0,0,189.951583403631,0
