"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,23483.8319239987,70087.5233339699,6743.25942592306,166.854823029499,5621.7246935298,8757.8601597491,0,17120.8451761869,4255.82633039902,0
"2",50086.0628875386,0,1105.01710439807,521.482019501097,10386.9167577451,0,7079.32366246821,11217.0526166417,0,10110.0878981807,0
"3",41644.3135132659,187.942530479464,0,0,14022.0872238002,4400.34222249827,8669.88783372751,13720.1551430272,9209.28356983562,9729.89205995162,0
"4",0,5014.47304919869,8894.59311655927,0,0,12123.9255805454,0,3220.13280566824,0,0,0
"5",5920.94348282271,13563.3466341362,6436.63407547368,0,0,1053.99595999316,0,0,0,0,0
"6",5694.49547486274,0,2104.27314339059,12985.3453063755,0,0,0,3782.43568575442,2227.6768475688,0,0
"7",10943.2648124741,21232.178231011,0,0,0,0,0,0,0,0,0
"8",14080.5800295305,17595.5550683325,0,0,0,0,0,0,0,0,0
"9",6303.55969283048,1243.82523729235,7019.1746333409,4240.05679950557,0,3470.49197449116,6159.12291981549,0,0,0,0
"10",1591.19409302872,8922.22165461593,5591.83112180428,4671.32610799688,1980.09432736419,0,1270.3726217937,0,0,0,0
"11",0,0,0,0,645.409609239316,0,0,0,0,0,0
