"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
"1",0,39351.8452160595,4280.34088025491,393.218799429778,14220.8195361833,445.902778254549,3154.14811257526,195.252607597492,1940.00020689123,0,780.264502790002,836.895802905381,4.07808874661865,573.300019333646,0,0,807.464434859976,357.512916641162,0,172.892265452453,738.430418487221,6880.33687949881,0,41.1997215547984,4101.90417073257,1538.91229885891,1777.05790023395,1153.63298276325,270.018009271515,0,22.5459036622701
"2",56864.7078106082,0,656.240021517203,69.1545537510614,4140.33912160829,464.967091443634,556.233536471232,1630.48146582191,1592.05581978757,4781.32463981438,54.123617225668,4057.86822934424,3159.92541178325,0,1096.1258849623,5536.53860485603,134.043344409799,1880.8444892503,0,145.350347056566,0,4739.7509678451,47.4848428785514,716.931715549377,1386.76817564455,1434.65135117575,3858.14337028735,1052.35793503829,2187.21203477719,178.733200564623,0
"3",405.535042055775,3445.97164771453,0,2154.36547310353,5771.24586269908,366.518274576058,0,0,0,2391.40029479718,0,216.060962163418,0,0,0,756.948966527047,313.791650958003,0,1719.47570935854,0,0,0,5.33085108827697,0,0,4961.51503909571,0,503.444971934672,1575.97944130758,0,0
"4",2425.38304888417,2118.21307887176,1998.20173017693,0,4075.92637702961,0,0,0,4010.13988685278,0,0,0,0,0,119.018572935685,2399.81732924952,210.746521148773,0,985.135385426161,275.484588024642,1115.5268058533,207.629620556748,0,629.214638175912,816.697040061824,1219.95490186711,0,0,271.257696784211,0,0
"5",4696.90097886141,24915.3444484111,0,0,0,1065.46058452845,3020.4524249082,267.536304973833,1022.14289024151,3390.09335097282,1137.11062751548,1123.86396416633,454.849291715183,1729.72238877429,0,0,0,453.423580216077,2322.74310357309,515.418418232006,1370.80363348463,0,0,533.215326561441,0,1133.3653874396,222.085186229008,0,222.518777513006,2930.72690215469,0
"6",0,1335.21652946772,1474.33133181476,580.570958209794,900.124756905658,0,159.807040055772,0,0,1744.73594152617,0,0,767.10889184586,0,0,119.43327804814,0,0,0,0,0,0,0,54.8193576989278,0,1018.57477003506,0,0,0,50.7143670869602,138.177555419067
"7",0,1022.35208304021,42.1238273508797,0,247.911420639288,0,0,0,89.0682658736721,0,1682.69525947373,0,1403.46633889122,0,0,0,384.766429956893,2642.99688710039,506.055240985977,884.867937667726,0,0,0,415.501608627701,1433.44542774733,0,356.91879335979,0,0,582.622381589306,0
"8",0,254.280123264288,2280.20672699256,0,585.230219009683,1403.60769456558,43.5897809091401,0,0,0,2207.53705421062,0,3362.18790490365,0,0,222.978443297903,547.478925291234,1018.12742713391,287.565442914948,0,0,607.013417485396,0,0,20.861828957442,938.720999429358,217.862637479934,0,217.600921260804,317.064317426012,0
"9",291.784072817057,1302.13555894408,0,0,1009.02197230093,0,992.350236031489,4264.93797739056,0,0,0,0,1175.053236601,0,0,0,144.952444105251,672.776475185471,645.225034463509,306.715453049243,0,3651.25248223768,69.4322379879277,0,0,0,644.128665308821,435.022742924149,437.669447030853,552.893891999294,0
"10",1654.05287845463,1849.94356026785,1181.21233484348,1215.85735823321,6951.76073769507,0,0,161.62468178182,0,0,0,0,290.517366580142,1339.02703518119,0,0,194.94178730732,445.607461444543,0,0,0,0,205.846168413995,0,67.3414100213151,0,0,1619.91645152884,1925.96604537073,0,221.788399242428
"11",2660.4980579206,0,69.5753914226598,20.7325474372561,882.568133720547,856.62834051816,0,147.857477449586,288.806719185934,0,0,0,1024.17399439428,0,469.091106467151,0,14.4259808890451,0,0,0,0,579.467788516132,0,0,1018.11112444643,938.834692017161,0,2064.56618974594,0,0,0
"12",1962.18575581965,3670.85377189137,793.072367528213,834.654258225961,356.592226588072,0,0,0,410.660514911212,0,1642.07081225981,0,0,0,0,2416.92392669227,0,120.87964677962,1528.44654443374,902.036233206406,73.6678404857259,0,0,877.188995396187,0,0,0,2143.2160801652,0,0,614.512670257065
"13",914.858417066127,805.097429237205,0,3944.55343488907,1090.68250291879,0,621.878219067131,0,0,2210.1135559121,2189.88785689569,404.351095472256,0,72.357491819906,90.8983781214965,16.9059614580349,0,426.834343070714,0,1187.57482650576,0,1134.80681630789,67.7036855882444,441.327824799467,345.237269747382,253.203040566174,352.869734088025,257.585128442179,1457.66161263053,0,0
"14",1000.06157340374,1002.30752341951,260.901438606865,3823.83860730278,435.70170939452,558.016607089084,0,0,0,0,0,1378.73395270118,2303.93506333167,0,0,339.209867499451,158.121987289824,2427.84810995751,0,1171.30001435144,0,0,51.7101652769305,527.069685544381,0,0,619.149372726184,0,796.569596578946,0,0
