"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,1806.26795052921,0,0,5904.76877268237,356.899123092019,0,0,1791.96566335986,789.959292669424,0
"2",0,0,2083.95510223717,3020.45241498671,0,0,0,641.440599773048,744.556615844272,1847.7810059315,6004.24399290351
"3",0,625.077386294007,0,0,2582.68820355057,4263.04692656218,0,2047.00132798705,0,292.010105180813,2225.33563508883
"4",0,4454.07402416046,829.09758835412,0,525.317074004925,0,816.300258990159,0,0,2626.18644003799,39.7957790667735
"5",3823.74025115714,2493.76863266272,0,1587.18161057134,0,0,460.033750068628,0,413.583620833057,3370.3874114958,0
"6",122.932510907969,0,0,0,657.514213582312,0,1228.16939541815,0,3852.98847063269,0,5071.69703026518
"7",528.328834945102,12.7198206752236,0,0,0,2710.22417869962,0,6790.03717495973,0,0,0
"8",2401.48718481135,0,3399.78985167455,1823.67480288261,0,0,0,0,939.263987523168,0,0
"9",2435.05915482064,0,0,2907.90758127609,0,1858.68743227489,2025.75364815189,0,0,179.844404321212,1839.67556754452
"10",677.248081887504,429.208846865869,3277.24555045644,0,0,0,4547.24899062077,0,1869.30990653317,0,1557.49324136173
"11",0,0,0,0,0,0,0,0,0,0,0
