"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,0,0,0,0,550.471594419226,0,2175.72929543517,0,2346.88649844014,5576.77341403818
"2",0,0,0,0,4687.79809298616,6318.56114296499,1384.73369012392,0,0,0,1951.33680560126
"3",0,0,0,8233.23441679998,48.3061930408339,0,2843.78882608323,0,0,0,909.830148739294
"4",0,0,0,0,0,0,2700.43700331937,0,6590.33416129509,0,0
"5",2427.45726448825,1310.22000972044,1342.17289586824,1105.98199291659,0,1032.38900070191,1359.6599174628,0,63.9273882296302,0,3506.88680740031
"6",0,490.300610960682,0,0,3899.00498841943,0,0,0,0,5807.58913812243,736.406883303838
"7",0,5246.44176561246,0,0,1035.17898937384,1204.45420810365,0,0,0,0,2555.23504618968
"8",837.006483019545,2774.15427489386,4870.07335453934,0,0,82.98171443895,0,0,0,0,0
"9",957.135386291525,0,0,0,0,0,788.886606260436,7047.44063180547,0,951.693023074034,1501.77214095784
"10",5767.19688473029,0,3377.84184231461,0,0,0,0,255.309175479163,2957.4067152014,0,0
"11",0,0,0,0,0,0,0,0,0,0,0
