"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,0,0,1474.23252033256,0,0,1393.03353425974,5178.60639459502,0,0,2603.98835314558
"2",0,0,7199.62607747155,0,0,0,3734.16849878323,0,3349.26733763852,0,59.3678177827279
"3",1044.86858105668,4629.93109198913,0,0,0,1127.05222675453,0,0,0,3088.63033666404,2144.67734819908
"4",1007.39941262485,2290.83156410433,0,0,57.813446109494,0,690.937744145241,0,2087.24525164609,958.646514852704,2197.8972311318
"5",76.4229138612393,0,1747.8887062767,0,0,5452.95804512982,0,0,0,0,4871.42561152087
"6",4312.5086422031,0,8.81796947791806,0,0,0,2236.56525364715,488.338314596438,0,3887.07144088173,0
"7",3547.59646878374,2900.35400509405,0,1011.47739641088,781.618341539385,0,0,0,1800.26379745169,0,0
"8",0,0,0,911.517424653297,0,2608.8473887445,0,0,2374.89187798994,0,2668.95913550395
"9",0,0,0,1633.56388727246,6249.61778493184,0,0,0,0,1171.82036723831,2191.92574894668
"10",0,0,633.755339496023,4308.42518104761,2581.23869123933,0,1022.80101241431,3811.5343935283,0,0,0
"11",0,0,0,0,0,0,0,0,0,0,0
