"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,1979.75071103218,95.6779548427617,625.188201694042,900.877322278911,0,0,2567.97572856963,2974.20856066062,0,1506.18232325469
"2",4402.4813520747,0,1097.56666758941,1828.82037294893,4211.39657618407,0,0,2444.18441433364,0,0,357.980348545437
"3",2446.11060456632,2234.80542209346,0,0,0,5764.1649417953,1208.88150379284,381.197112415512,0,0,0
"4",0,0,2016.90839955559,0,1950.81993456449,0,2847.29601728275,0,2475.74681321152,0,0
"5",0,3218.70330312182,2632.62781149109,0,0,974.680766687478,1735.07908642559,0,2877.99779880558,709.606510257036,0
"6",0,521.424830418889,0,1674.63883098399,67.0721266060974,0,0,0,0,0,8670.16583279733
"7",2651.85818614552,0,0,2081.19382239666,286.217412614683,0,0,0,0,5022.04058812275,0
"8",0,0,0,0,0,791.751140524519,3286.24943574841,0,1283.71509204849,3202.50015857028,0
"9",0,382.406427109659,0,3129.37518169305,2253.90489157194,0,0,0,0,172.02140268667,5309.21988532802
"10",488.345875743218,1484.02596741143,3747.30725924337,0,0,1658.26081162143,0,4085.12184740106,0,0,894.692856304959
"11",0,0,0,0,0,0,0,0,0,0,0
