"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,0,0,1612.88647637846,5331.13689738382,1078.92293201836,0,2626.91449655215,0,0,0
"2",2786.10064212234,0,2063.21407335235,1897.11366247925,220.807261733429,3463.20189006025,580.146146346734,1626.77334158727,0,1664.89338698109,40.1793270135861
"3",1723.13969335879,0,0,0,827.491888215193,1895.95928412063,3745.27264005527,0,0,0,3843.29607891349
"4",0,0,169.475362762682,0,0,0,0,0,420.095221508185,2698.54265340798,6002.65792693568
"5",0,830.681289525449,755.600542321147,0,0,0,1827.6210162814,0,2884.57379420556,3734.64843624601,2115.57019820865
"6",0,0,0,3782.3727217533,203.705225784941,0,0,1023.19282813991,3267.13899987521,644.287607748678,2012.60423750432
"7",1835.75426808452,821.814425570987,3199.60680275545,0,1291.63347874488,0,0,2892.50103412378,0,0,0
"8",2630.91749730571,0,3402.19131153049,0,0,2427.73946703849,0,0,103.36755101709,0,0
"9",1012.88391765822,4443.05479305266,0,0,1795.51351195808,184.134850082866,0,723.610662729929,0,363.796575252825,2723.93347765484
"10",0,3725.56615303836,0,2046.8435491056,0,138.899237308172,2924.46624056632,585.486739586818,2936.49269812007,0,0
"11",0,0,0,0,0,0,0,0,0,0,0
