"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,4589.27572431041,0,3900.44982837556,528.248038250427,0,1420.66819061758,0,0,0,211.219020778929
"2",4324.76606457961,0,0,0,0,0,0,2067.21752362882,0,0,7950.44614346772
"3",3111.90799020712,3829.25519086281,0,893.922278755703,0,0,0,0,0,1473.56670645018,2726.50741838762
"4",1192.5851688586,0,0,0,0,802.447281703134,1891.69068172234,0,3545.87182570174,0,1858.17620662845
"5",0,0,5821.83778393515,3094.28829753086,0,0,0,906.341870309055,0,0,2326.22732501364
"6",1201.07342571516,0,3768.25030878695,0,1278.33036921157,0,4048.59306117034,637.054455922328,0,0,0
"7",158.463369169199,229.700698351732,0,60.8912622587315,0,573.244137646586,0,0,0,7632.60195318665,1386.40858866688
"8",0,799.222610259133,0,849.436598162341,0,1430.18381127739,0,0,5485.37280719271,0,0
"9",0,373.662437403182,0,0,0,3009.5894450996,1716.55410973948,5867.86525285945,0,0,279.256543287536
"10",0,0,0,540.228144633559,7863.70985635805,3373.39298490215,0,0,580.423631831804,0,0
"11",0,0,0,0,0,0,0,0,0,0,0
