"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,0,0,0,0,5321.45840554472,1750.67175137315,1443.54577348302,0,2134.18487193185,0
"2",0,0,0,1409.48937171651,7114.08633501376,922.961890681643,2521.39889241136,2374.49324185304,0,0,0
"3",0,7517.14535782222,0,0,0,1407.76371814244,1445.71381775539,0,1664.53669094327,0,0
"4",2876.05588095373,0,2843.17842131501,0,0,0,0,161.380050677139,0,0,3410.15681166855
"5",4895.8563393199,0,0,21.8225077493723,0,492.270499011749,414.759650205317,2948.40787967988,305.933825604784,3069.6445752172,0
"6",0,1326.53734838032,4176.5053906605,1960.51405580192,0,0,84.9962785839946,0,0,0,3384.74854737965
"7",1091.31050592828,0,0,0,0,339.808846157805,0,0,7641.19774817805,857.824440092006,111.168468923452
"8",1087.42571937724,0,182.044147928392,447.467231047089,933.334746844702,0,0,0,0,3044.51477239555,2869.4292092987
"9",38.147572950435,0,766.937542672629,0,1622.86718196179,0,1033.18304035766,823.054241486772,0,0,6962.73820896002
"10",0,977.43395498494,1621.42259014568,5499.92324340166,0,704.594301090394,1826.78261256286,1727.59791553992,0,0,0
"11",0,0,0,0,0,0,0,0,0,0,0
