"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,992.9129415941,2551.95469913085,3771.27751273034,952.958934111493,1011.78142829859,631.274232588979,0,0,257.582316217436,480.118737660947
"2",4020.37653158948,0,1766.37905760343,0,1880.84856788561,3647.7603343715,0,0,0,2991.89333189516,35.1719083311986
"3",0,3367.31841372218,0,1787.5866728044,800.345879618853,0,0,3038.52839973516,1783.86947782917,435.588403010204,821.922337943416
"4",1531.37362770398,734.923921040334,1603.06850622433,0,0,1203.33977045186,2045.55002244879,0,757.40063628323,1415.11468046201,0
"5",1400.78876549361,2017.58992633711,1409.12208872245,291.387704334187,0,0,3031.37309648542,0,67.5641604648897,0,3930.86953495055
"6",0,0,1285.81276147711,0,0,0,2091.57259337387,4760.6287930445,1855.06376705792,314.214844283397,626.008861569618
"7",998.847433778622,0,0,1060.59685280709,0,1269.40480216047,0,790.308861495258,2230.37697526971,3691.7750837684,0
"8",0,2007.56498995866,0,0,1576.90080363757,211.645064708754,24.9413700790171,0,2331.45362821209,0,2411.70997029562
"9",1155.12192231187,0,0,2428.36766704061,3296.10732734366,0,0,0,0,0,4367.33087169321
"10",882.28773765204,700.806468535012,973.750979564043,0,1163.12675122307,1844.92626063748,1252.79472827371,889.013048444886,585.939619609068,0,4065.109023786
"11",0,0,0,0,0,0,0,0,0,0,0
