"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,1893.92097904742,1312.02913629086,2541.9434807834,0,0,148.109711154943,2043.29434316396,2710.56315189235,0,0
"2",0,0,0,0,0,0,519.851962524478,4913.38953764473,0,4752.57684592103,4156.61138558594
"3",4596.12613677666,0,0,1056.08438154194,0,0,5603.20691592733,0,0,0,779.742150417461
"4",80.025570833341,1789.54592349056,0,0,3363.65030225237,0,0,0,0,4057.54936803798,0
"5",4529.83111748452,0,0,0,0,0,0,2256.207082594,5326.56566599005,0,36.0914107201297
"6",0,3139.44158770785,7414.35694705159,379.503086046932,0,0,0,0,0,0,0
"7",0,1636.96774254737,193.373153508539,3858.40467486705,1828.89297725961,1667.56457199863,0,265.588139316945,0,296.042445677816,294.476304103811
"8",782.813193435159,0,0,0,0,0,2685.9073502591,0,0,0,5095.49528319731
"9",0,0,670.328855871105,1302.79903083991,2421.69586456081,6852.10403711739,0,0,0,0,0
"10",0,1361.24042839407,0,200.481755637539,2056.04911974724,669.189051512836,120.430103383876,0,1574.53944684383,0,6375.82471220613
"11",0,0,0,0,0,0,0,0,0,0,0
