"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,4306.19055579605,3498.20775661376,0,0,0,0,930.786781956746,0,1914.67570796637,0
"2",0,0,4049.54770716661,0,1630.36915381851,4281.93480221443,4297.52597041087,0,0,83.0520980656599,0
"3",0,236.733461637847,0,0,5684.39576959808,0,0,2874.67070810927,1867.53896020853,1371.82068510976,0
"4",2462.769801011,174.720194353613,2042.33262894185,0,608.135973164618,0,408.667334663231,0,2430.21587603459,1163.9293564456,0
"5",0,0,0,558.626071530956,0,0,0,0,2738.74635170804,0,8851.32285354967
"6",5548.19584645133,0,0,714.65018170288,0,0,0,2970.01346884002,0,0,1700.44212381212
"7",475.026568584483,0,0,4498.15036452463,0,0,0,0,0,0,5068.13307617064
"8",1338.95501873857,0,0,0,1747.38736723889,0,4359.53024821588,0,0,0,1118.34319269832
"9",163.848783744265,1818.99874756366,0,3302.93020749878,0,755.467693142081,0,632.991544391146,0,4572.6908120494,0
"10",0,3284.4737018363,0,264.859584459561,0,4151.4551652723,11.7824899597204,2070.01659942258,2575.16707677511,0,0
"11",0,0,0,0,0,0,0,0,0,0,0
