"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,2292.87771246381,948.675088422677,400.106844106291,0,250.493951371122,1127.99810371227,2313.75139378546,1909.12490616105,923.421204965197,0
"2",0,0,0,452.490464954417,70.6189856109422,1674.11964328597,0,346.677840804788,4353.53320945154,849.888462953572,0
"3",38.9166939768149,1289.06726079335,0,386.282849959369,1505.38776830551,1135.86718602453,2320.29373236932,316.434254184049,561.249286391825,2308.79201768818,0
"4",0,0,792.421862058819,0,249.997619357872,0,2938.6602482446,2642.97962328405,0,702.603331486781,0
"5",521.602291129327,396.998521230311,0,0,0,3309.62345589458,223.815911012366,0,666.982581445716,2229.8471329875,0
"6",0,0,0,2033.5158801485,2288.85006277495,0,0,472.414830612369,2179.46889627465,1216.58078339217,0
"7",310.095287313835,0,0,3140.78207092823,336.327448443466,1750.96775679852,0,3093.51282639345,0,230.574334097836,0
"8",0,2932.18334478193,4805.28447311587,0,2786.42563518756,891.067522074565,332.202909435233,0,0,588.899694013238,0
"9",1944.21800665194,390.264390462686,3316.87213888112,1781.57598828413,0,0,2614.50667421273,0,0,0,0
"10",6559.86202826305,1941.78228103551,0,983.428811582733,1915.2505196843,214.577716609395,0,714.190364423139,0,0,0
"11",0,0,0,0,0,27.1814292922782,0,0,0,3.62242084094123,0
