"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,775.54794633402,650.061337570585,895.920892570593,1020.4639592251,2542.00180107977,868.542833492025,766.802259883001,2494.68376783942,152.424406993517,0
"2",0,0,2049.19914130451,0,676.264962986948,3102.55778719573,604.257603749747,976.773054315881,338.276057508472,0,0
"3",0,1821.73961255953,0,1069.22228061281,1356.3567772115,112.089500235962,4733.97724390643,768.905635166432,0,0,0
"4",119.41957659731,0,6709.55323022081,0,0,0,0,0,24.2735327251651,473.416344888534,0
"5",969.412378039779,642.738472039799,0,2093.83291518004,0,115.487328224107,167.870256019195,0,3359.52854419679,0,0
"6",2765.84674183726,1717.96718626147,0,1056.8096732305,1947.91373990333,0,0,0,590.916533888441,111.376578081714,0
"7",2476.93173934023,0,0,0,1105.28167412369,0,0,2468.29101780738,0,2811.75529270392,0
"8",233.130308850725,3039.29759644366,0,429.595696278327,2528.67578218093,1759.42700791836,1483.25674336999,0,2862.68044356627,0,0
"9",427.640129881609,0,454.439853382479,0,427.75366211539,0,228.478661584247,3003.86813177124,0,5505.25675975788,0
"10",2382.31343278802,1245.88269712912,0,3632.80145209143,90.147481617538,1622.33523669699,1440.29038673151,1915.3210345436,0,0,0
"11",0,0,0,0,0,0,30.8038501332194,0,0,0,0
