"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,0,2136.77642949553,0,0,0,3909.34560837311,459.837588334859,1121.09853020674,2539.3910485777,0
"2",3964.71126298466,0,0,0,0,3035.86497969917,0,746.752364377474,0,0,0
"3",0,1617.84483614213,0,0,0,4388.522633834,0,361.91650790382,3494.00707181263,0,0
"4",0,0,1022.92773060088,0,797.254951908776,0,4375.09020241773,1131.38979950438,0,0,0
"5",0,232.221190838262,0,1986.92028009399,0,139.939536741949,724.619610510646,2765.55485828608,1499.61441722882,0,0
"6",0,1179.54336946665,1934.08807093201,0,0,0,0,2568.01995703143,2509.17905577266,0,0
"7",0,815.698309798574,2013.98562390592,0,1571.90184491632,743.660802108677,0,0,0,3717.01314324571,0
"8",4028.92751248083,1192.20150681471,1343.24591959764,746.842207019935,944.608060787386,945.910708967087,548.422157684941,0,1046.45980470368,1539.44570055216,0
"9",285.680206501364,3290.55606960148,685.616557901924,0,3816.48165342966,0,0,710.723221008376,0,1258.37949005005,0
"10",1095.37532536806,884.30437797251,726.61323004447,6444.42042284982,2022.61152832213,0,0,1155.76683704125,0,0,0
"11",0,30.8038501332194,0,0,0,0,0,0,0,0,0
