"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,2844.11535385785,2433.56696316919,0,0,0,337.576824206023,207.259996602649,0,291.564652580407,5263.15617908082
"2",1638.07585632053,0,783.438052231245,1861.10538835106,2231.86600767013,581.782122086993,3227.89429998306,0,655.791177130805,1279.67038360842,130.003049124441
"3",0,0,0,4055.56101877435,1254.50805740756,425.76888217115,169.182573247782,1987.21357687027,0,2442.86444086576,1743.77889233538
"4",6471.05525983778,445.291348650831,0,0,0,0,1401.1648945013,0,0,0,3825.95701098755
"5",0,5108.88033066994,939.510841431521,1154.73699815804,0,140.905745792903,233.692654289657,1612.17894277862,2210.32551445622,0,150.141144762605
"6",504.624679813213,0,2340.67173933524,1202.65437382675,4579.90662141591,0,11.2970542975058,1072.29638113918,390.778463611855,0,0
"7",0,0,0,884.863296408999,0,5284.46874568955,0,2918.20607024533,124.918645474865,642.89528351074,0
"8",0,0,2543.47928159056,0,0,2762.69682434228,0,0,4783.59001599723,0,0
"9",0,0,0,0,0,0,3478.62138624916,0,0,4992.4538949803,410.032423467151
"10",867.199153772273,1060.38810593938,0,0,1019.15156705159,114.457717602246,887.699767502951,1301.09547734238,1101.69887350998,0,0
"11",0,0,0,0,0,0,0,0,0,0,0
