"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,0,3638.83322563889,0,3038.34799876601,0,3142.22359578663,0,1557.8351493054,0,0
"2",415.724003145538,0,0,2629.52408684668,162.809744851593,6441.1872689008,2047.00691935313,0,444.327350158816,0,249.046963250215
"3",2159.2646798124,0,0,5997.0874655875,86.9024039792603,0,428.026995572128,0,3407.59589672088,0,0
"4",393.248369444447,4726.78560334447,0,0,0,1727.60650976353,2251.71524384996,214.069268171249,0,0,2830.04351940385
"5",0,0,0,0,0,1009.90598253613,0,418.460577540524,0,6784.62756105454,3337.3780512083
"6",0,688.138342958338,0,0,3803.71440143765,0,742.079041412875,0,3315.51267104329,1480.60699794374,72.1778586437954
"7",1249.91367742293,1009.68832886397,3976.62352731863,532.309523084956,1961.58387869134,131.380276484698,0,0,0,993.852829462922,0
"8",4859.58045471695,3034.06286395112,1077.77864575324,0,0,0,304.621195318995,0,541.831622952452,271.891339237261,0
"9",0,0,0,0,32.0738258192313,0,831.45646298384,2864.68518079451,0,118.469927847217,5034.42230725177
"10",403.223765201542,0,347.431479047082,0,0,0,0,5601.03541847216,0,0,0
"11",0,0,0,0,0,0,0,0,0,0,0
