"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,0,4524.23146856312,2298.33799447187,0,0,204.923524287861,0,0,3777.95640152932,571.790580644541
"2",0,0,1870.65136831547,2993.3822583974,0,5520.05950352841,2005.53320626554,0,0,0,0
"3",0,0,0,0,526.472412414866,0,0,4793.88807926658,499.779543691419,0,6258.73740629938
"4",0,0,0,0,1296.88246948637,1288.21187781403,4194.4632514849,1331.53476817871,0,4032.37614701329,0
"5",230.783541485996,1655.10841596363,2645.78404087936,0,0,1930.45670850505,0,927.491321934463,0,1789.917153252,2370.83099031909
"6",0,1562.85684391149,0,2633.54483837255,0,0,0,527.373323871273,3078.81741568838,49.1989537509589,2250.43793784517
"7",2663.67562477505,6240.70987924267,0,426.316754517337,0,494.90625968652,0,29.7435231079155,0,0,0
"8",3778.78019633456,0,0,0,2186.85860529217,0,0,0,4124.12732030321,0,0
"9",2807.71558714821,0,0,587.337794278885,3793.72079501481,76.4456881511601,1544.61605545411,0,0,0,71.2717846495972
"10",0,0,0,220.001435481067,1281.4979713369,0,1797.5934167853,1488.21942861972,1564.3784104978,0,0
"11",0,0,0,0,0,0,0,0,0,0,0
