"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,310.304601094041,1097.29554432596,2679.81478902985,2029.90586230979,820.665776123301,1258.72415619178,724.716448224123,0,1947.83014051522,507.98265168281
"2",555.861163086794,0,1823.99793858529,0,8.65300155726709,0,3053.06927971913,1028.44142482153,5350.2576122952,0,569.345916441358
"3",0,4208.38903346947,0,1119.19639896784,0,1181.76513655698,631.698497486632,0,0,1244.50843411748,3693.3199410738
"4",2912.50713213093,0,0,0,3879.71823437264,240.446533839595,2698.63222694286,0,166.202649383352,1134.58180581028,1111.37993149768
"5",0,0,1139.94910271557,228.589581593463,0,526.723075516341,0,688.098119709324,1772.33557990876,4065.5486993539,3129.12801354221
"6",1055.69620419708,1199.89868597528,2162.08925808324,0,0,0,1142.44268858833,3753.72174905244,0,0,788.380727543429
"7",2876.71167419048,2978.99769012539,505.83794549382,0,1386.64009086199,0,0,357.442855346949,492.742209562118,1256.97957574883,0
"8",0,0,2311.49708855383,1553.76699878078,0,6069.19326882535,136.550908692221,0,18.7578570778002,0,0
"9",303.812539268787,761.085128453758,0,2889.84814819162,185.714276158288,471.286246823613,0,2545.82984782403,0,0,1723.53151797645
"10",1776.36623687,0,0,687.705158955614,1594.80078828521,0,826.011696656378,0,1466.80678195357,0,0
"11",0,0,0,0,0,0,0,0,0,0,0
