"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,0,5703.10854330158,0,0,4999.31093737855,674.820488816638,0,0,0,0
"2",0,0,2860.77091498692,3334.63637235327,0,0,0,0,2936.23571991641,691.683658079842,2566.29967117029
"3",1960.56145782251,0,0,1995.55898553523,0,0,2040.8754756535,1104.77718390626,0,0,4977.1043387547
"4",0,616.615388509121,0,0,5152.02271578167,1817.2852691069,1730.86439273584,2826.68074784381,0,0,0
"5",0,0,0,0,0,0,257.615596033128,0,0,8957.76499746574,2334.99157884078
"6",0,2926.48770253597,476.787419469361,0,1596.19582959425,0,509.247750682114,3418.71743894584,335.507538740041,0,839.28563347221
"7",1210.64181085213,3273.38695041296,0,0,1690.45964298097,0,0,0,2875.47615956348,0,805.387477519951
"8",0,2191.54135229626,0,2712.88670662923,0,2493.4838311997,0,0,2691.85423180471,0,0
"9",4531.9947448327,450.643745363537,0,0,0,0,2150.39414021779,1748.07507428272,0,0,0
"10",1777.75693623637,0,0,1115.83901100136,646.75406518824,0,2383.31161013859,0,428.029040156239,0,0
"11",0,0,0,0,0,0,0,0,0,0,0
