"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,2411.83573889256,0,0,2291.13662987396,1198.4845333677,1333.91626444045,0,0,0,4141.86680292228
"2",1111.62198002224,0,0,473.558074305046,2114.30856377665,0,0,221.547565955577,2920.54675888379,3969.40489354891,1578.6385000147
"3",2633.61309073709,0,0,2269.39894147158,1841.30062299353,0,0,0,644.096742420888,2781.85136834349,1908.61667570562
"4",0,540.044174715911,2125.75058703568,0,1731.68254781105,2306.50056550299,1379.64576519796,2457.87134358699,1075.92426135878,0,526.049268768122
"5",358.30554387076,471.902685306249,0,3185.80090748495,0,96.8038633384732,453.865700587943,2457.57545523785,3765.54704846356,494.095802725574,266.475165324159
"6",1838.81192034035,1963.85781472826,1201.78830147256,1621.80162215617,4.70888118171774,0,2961.77329121767,0,0,3.86397689873309,505.623505444281
"7",2375.82624724692,3828.41052490445,1130.65023896917,0,621.484033753374,0,0,1444.41133002412,454.569666431433,0,0
"8",1162.77616752645,223.735137128585,2166.63501648832,631.800315914216,0,2969.70070574921,2935.11877912326,0,0,0,0
"9",0,18.889063441847,2415.84273379215,976.561214187182,176.92643767334,645.184771909369,682.809653710364,0,0,2400.23261402896,1564.66121595345
"10",0,0,0,0,303.884536481481,2093.40559781748,0,2516.84475017399,406.418212622419,0,1031.13756562542
"11",0,0,0,0,0,0,0,0,0,0,0
