"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
"1",0,827.928770099787,576.768358276093,0,752.907638879289,488.895099220089,0,243.187002299767,0,0,0,0,0,483.850990098518,956.347892950329,2194.29089362066,474.471934366724,0,0,0,0,64.1744739138539,2396.44026817932,153.672566982865,0,0,627.558334161504,0,0,219.104079631783,1659.08628947945
"2",0,0,409.762782673252,0,0,354.844847154365,0,593.70902286136,1812.80479713162,116.820115869819,894.671416569385,952.741933738855,0,0,0,884.132636062906,0,0,0,822.214606512503,133.523954317738,274.386293090697,0,0,0,0,1630.81091312697,0,571.018400510007,0,378.880887446418
"3",1007.07299347476,132.559773356037,0,526.226961057605,774.445559197829,0,672.862014661664,2443.49918993424,70.8025362872708,142.470493686455,0,204.809593178477,554.271298927659,222.058962712124,0,760.006172831502,603.787025389644,0,0,0,0,1580.34632571378,0,0,0,1405.8813781738,0,0,0,0,0
"4",837.845050650358,187.693209791941,1087.59446893416,0,0,0,1843.18930589422,151.230588406694,0,0,0,75.908542449202,528.675743390315,44.0532742137412,2693.19906042471,0,358.50873609849,2016.13654703078,0,631.774067310019,0,0,2887.79717829055,1437.63122771258,0,0,0,0,0,0,0
"5",1066.54359087669,0,0,538.813868088401,0,0,0,0,0,596.036721299303,0,0,0,0,164.415415690158,1141.09533051983,947.003695291756,0,0,1498.73845460438,0,1449.69370541295,0,642.475928351257,0,0,0,0,0,745.720608973867,787.257500595022
"6",0,1311.50288965565,70.7595192203086,1093.2216822376,517.055432161967,0,0,0,866.540817203535,0,0,741.911564954479,0,622.861118988674,0,342.126484625369,159.502535355637,310.379576241737,543.134057639663,0,0,827.676427273058,299.289424306085,179.760199434817,589.327902169197,0,0,2357.2819103263,194.214142552853,0,0
"7",316.208699341467,752.882251243474,0,850.53994578766,0,0,0,400.266218012991,1193.15873881686,0,0,257.378266894433,1338.10781159081,446.278338517647,0,0,0,2218.36182313865,0,910.741846340467,515.735656529075,16.0766115754097,278.263998756397,239.972409824612,0,0,0,749.594693340566,0,0,420.039503489746
"8",0,0,463.289544157331,84.7214800896015,361.32487181326,1315.63476233174,0,0,372.579148013659,0,1927.7245072901,0,0,0,0,110.829795535921,1876.8859144821,0,11.6439885087468,0,359.778711216496,0,494.841212459439,0,1102.87998922195,0,763.653534797476,33.8672463886116,0,0,426.964926548092
"9",0,0,155.411582863731,0,0,0,0,449.166344066308,0,0,0,0,397.74710799208,1062.05794821929,9.88112202536337,148.417450646419,617.534485743055,0,2221.96742600041,0,77.5072705324117,262.379743897314,0,502.818825547667,122.201048425733,446.840017038402,0,0,0,265.327217115191,5697.30792990579
"10",0,357.017955349025,1994.40505350216,862.010127664626,0,828.282928607718,1.34777893185594,397.08841797836,0,0,268.108724016381,0,373.687890682094,0,3051.19589406904,0,0,119.683348684626,0,723.692801418696,0,0,0,0,182.457587837487,293.174256973894,1232.27597583308,0,0,0,579.089158256224
"11",0,0,0,22.3691993038877,365.292895781959,0,930.435987687535,246.110325243184,0,0,0,0,0,5177.12039858692,106.623223687811,0,751.681700253107,0,0,195.995588263413,131.324808974413,0,0,61.9993576506365,1022.04361244079,149.411762108598,0,0,1950.84518358498,0,169.108468529618
"12",0,34.5074922104805,0,717.76623144398,2032.62958936755,46.2939788914228,0,0,221.782522518513,0,1885.53713879109,0,652.787307962131,0,0,0,0,169.06507432944,0,0,2042.94514509177,0,1473.1303783289,632.008296942159,0,0,0,898.265438356799,0,0,1661.56075437066
"13",82.7125828742714,78.388227657595,0,0,0,1152.30045996909,1302.74305337922,0,277.654157996622,667.108034436259,0,0,0,220.737092824686,478.317377681648,0,116.300209237409,0,0,0,0,0,0,725.508727258611,95.4857186850733,0,950.223860809794,237.268027334473,74.258274347131,600.29943562363,1021.24739367963
"14",0,535.799627161311,324.288852938268,0,0,1105.50869550981,0,131.2258390076,849.875255107805,0,0,597.69732744174,0,0,0,0,1592.22800701074,163.406043376639,474.657177421654,0,0,0,0,182.14063720416,369.2948862023,0,0,14.1000752788457,0,0,0
"15",0,0,570.349409516737,0,1078.33653637239,122.479572486463,1060.33374859051,143.499494376001,361.97386983439,332.213150148027,0,492.154661496129,713.17483794176,565.408490729634,0,0,0,410.656744502696,78.2596226759888,0,2851.38020092861,0,0,0,0,0,250.900479038316,0,0,0,2484.17207202789
"16",0,2038.53122827435,0,0,0,0,39.9338041403731,0,0,313.750503856848,0,1634.43600541501,0,0,523.269626752007,0,0,0,2099.29478034176,183.75187200185,0,535.52379839478,0,10.0372792841673,301.504398711187,0,296.710438691743,0,1434.85895772949,0,0
"17",0,1757.49153716368,211.564222274461,0,0,0,0,1028.43596015283,243.115982408723,0,88.5834198128335,123.676219051359,0,0,0,859.50185716807,0,321.068037194816,1552.62534938182,616.474940485186,63.3198646082615,0,118.244090775091,0,32.8410370878107,396.61008888719,0,0,478.677406723187,0,2765.09246160168
"18",804.634264894092,0,536.420470187644,1988.04368797629,829.884911581056,145.790628120395,0,607.895419939638,47.1962021932279,104.780360679773,153.82637014493,1424.04470923021,0,92.5666248538369,0,0,211.816534528708,0,0,0,163.498549949507,1263.34733417703,0,0,0,35.6908322347112,0,535.523338021711,462.57767082039,0,424.41859343836
