"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",0,432.022861341863,0,1727.18055655157,0,1964.80580105979,0,803.162812877429,0,958.948763472539,1862.71268990458,0,0,0,0,0,2306.26427462876,236.097676685933,232.847088602004,0,0
"2",0,0,881.460313669033,0,0,0,628.688263618003,1823.06046253404,0,0,376.025109323308,0,0,37.7305923844262,867.185863692135,0,659.744082184133,2420.1278810743,1938.18091650847,329.231910985701,365.920438947584
"3",0,339.348682669284,0,177.879256415464,0,0,0,2522.15617956704,0,382.90110001379,1349.22799274525,1473.92801860026,1361.39604158586,0,212.413752428248,8760.40843100088,0,0,0,0,0
"4",0,0,0,0,2756.69203492962,0,0,627.509449253424,0,0,2056.73081228471,982.676568155814,0,0,1223.57557135818,0,0,0,0,449.257643888712,0
"5",1269.31816698286,1263.37961346411,1214.49418455293,0,0,3747.05456283752,0,489.534557153269,0,74.9151471608923,0,0,0,0,1305.69295833412,62.5920750630161,76.6160003293873,612.111822403397,0,0,0
"6",1084.72610028649,0,0,0,1144.38282713128,0,995.831255361924,0,0,0,0,43.4496112861566,173.908246683903,768.159383256928,0,0,677.663038578577,1668.18731262674,1555.96810216156,0,0
"7",485.096994733103,0,1657.5612557213,556.049360174397,0,0,0,89.0073937514426,1849.65467253567,531.616958437265,274.872255266873,815.635992169857,447.35273257443,0,0,157.461670119412,0,0,1609.36708585421,0,879.162996264556
"8",519.497659874952,0,190.946409596411,0,0,0,782.381840995424,0,0,3264.95174744311,696.534389560801,0,0,0,1392.9787303224,23.7843435570203,0,1296.58016765682,0,0,1689.71647276106
"9",401.914478165581,4733.00442794042,0,0,0,0,0,0,0,350.747017351215,0,0,0,0,886.014486163492,0,857.27056212384,0,430.767663138928,854.718542107508,0
"10",0,0,0,0,2787.85683803779,1675.89741078308,0,0,0,0,0,3353.60751408286,284.85433298695,0,0,0,0,0,0,1549.96125850205,516.592536675936
"11",0,0,2185.42606064654,0,0,616.65858941504,157.156554337596,0,696.84112824188,1488.32287511779,0,0,0,1809.20920735235,0,0,1274.30005117272,0,1042.16612139583,0,1525.55648423698
"12",0,0,0,0,0,0,2518.51288039384,2190.11330434358,0,0,76.6094791903829,0,0,2671.40871274019,0,0,216.288102354477,0,605.299673048335,0,2140.38180793599
"13",0,0,120.55726826607,1177.03686878806,1635.04315808214,1188.57969286429,537.1102355712,0,2015.67553851686,1911.83590477139,0,1394.52226426604,0,0,0,0,1349.7557971778,0,0,133.716650591908,0
"14",0,0,0,0,0,0,0,0,2711.50282200752,0,9.17154877991757,758.071206420762,0,0,2834.91327106279,0,0,681.458644812237,1596.50277385418,3240.4859703872,0
"15",0,1156.80813220333,0,2451.16046594075,0,0,2132.54175118074,701.742355149196,1452.72612605378,9.30905300868699,875.53773402294,0,0,823.517896221827,0,0,0,2161.67045998822,0,0,2154.47991095714
"16",1738.71769371695,1959.12518719158,0,271.974424565842,597.127145733486,0,0,0,0,0,571.741384883184,0,1143.23116748952,1515.17863710596,0,0,0,0,193.137058405236,2208.44121008741,0
"17",0,0,1258.10695793619,0,787.199295803108,0,712.829059700951,0,105.084899039138,0,896.246086590564,362.397371461344,0,0,69.4977920357372,0,0,132.284106550747,0,838.529423093516,1637.70100456175
"18",0,0,1060.41454230788,2306.89757163481,0,0,0,0,0,0,0,0,2113.22472277766,1826.08089895607,0,816.214829821361,0,0,0,0,0
"19",3.55139098416453,0,0,645.266385858262,0,0,0,0,0,0,0,0,2018.0380390774,0,1096.23820600035,0,1972.98308528116,0,0,0,3483.57137308729
"20",3786.19461304757,0,787.239198774457,246.55509126763,0,710.450621578244,1175.97643711491,537.603570898175,257.869413896774,714.913462900244,54.941071315712,0,1687.14329588722,0,0,0,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
