"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",0,0,0,1553.20161230559,0,2678.79735995114,0,249.557948604058,0,2278.66028519866,0,0,0,0,1979.41658163824,0,207.038960875257,0,0,0,1577.36977655149
"2",0,0,0,0,0,415.550497800106,0,22.4642802723515,0,1760.54002518785,0,0,0,4796.17421669275,0.92490578337663,0,0,692.355820339596,0,2639.34608884509,0
"3",0,334.227047031806,0,0,3044.0820439321,369.016327148032,1525.47192142768,0,1536.45212031175,0,0,3184.64346658322,3796.94338671976,0,1886.58077264768,0,0,0,0,0,902.242369224134
"4",0,0,1627.8929358287,0,0,0,0,1078.32133297891,0,0,3380.21028787404,0,0,193.917879557954,504.917611335779,0,1311.18203229505,0,0,0,0
"5",0,0,0,0,0,0,1209.66762833505,0,1724.9722785871,0,1242.00650606054,0,0,0,0,0,3400.04973465936,0,957.811043458547,1581.20189718094,0
"6",0,0,0,1911.18035300993,530.511304794086,0,0,0,0,0,583.993709984373,1071.74779423931,0,1370.64460808531,586.822331996775,1187.50986505956,0,0,0,0,869.865910204222
"7",2389.82801244604,0,0,0,0,0,0,839.88742777187,0,410.041395905012,0,0,3057.66609429885,0,0,0,312.081930361219,0,0,0,2343.33450681952
"8",971.521986768027,0,1208.69847457229,0,618.583761618684,0,0,0,681.218494381082,0,1099.4591491683,0,139.010940286209,0,1825.56161046073,1954.82410725229,693.814988006398,306.813528940604,0,0,357.864720313436
"9",2218.81017458252,0,1002.95416458702,0,0,0,0,101.626472711227,0,0,0,742.034467161249,0,0,132.600367334347,935.89723373916,0,0,0,3380.51429687542,0
"10",525.678276185903,3764.85078379135,0,0,765.54024192293,0,0,723.51000470653,1565.7039425901,0,0,0,0,0,0,1582.80959907906,1240.67704279283,0,0,0,0
"11",0,0,1469.8235784233,1530.64380165357,1774.63567610702,1558.85951139764,0,0,848.998165788919,0,0,0,801.765097411894,574.031613999765,0,1309.53426522994,0,480.083247773745,0,447.262114130845,0
"12",0,37.5728952694733,0,1802.53148770101,0,0,0,0,0,0,1563.87709145551,0,604.633351231861,746.981633173645,0,0,0,1685.33865191103,3851.50471041002,0,126.174138854247
"13",1062.57284855682,3213.31558321695,1207.06957690287,563.350184407203,0,3098.32817228801,570.091013506402,0,0,0,0,0,0,0,1479.27999361992,0,0,0,0,0,269.826006397611
"14",0,654.269328083668,2319.75205797248,191.108891815082,0,0,0,1093.45915890468,0,0,1230.80380932545,3082.12751213898,0,0,0,2849.88627920173,0,0,0,0,410.699199882531
"15",0,0,0,581.433462145367,0,39.6173790265666,0,2493.23800262083,2652.40631771601,0,0,0,0,880.01262515464,0,0,0,1146.92575323926,2965.76180711084,0,3160.09853771319
"16",1814.096326318,0,0,0,0,0,3580.89215098454,1934.69742123009,0,1374.7929073071,0,0,0,0,0,0,0,0,0,0,1494.19510333944
"17",290.741219867316,0,0,0,650.123930023974,1360.77150574787,1570.71876952098,0,0,38.343184066106,0,0,0,889.522751353693,0,0,0,335.660581760155,0,1556.01821261168,107.97584182127
"18",0,1879.45326741743,520.015403184188,1078.33860443547,2324.82434131865,0,0,1247.12803572706,0,0,0,0,0,0,158.109807936756,0,0,0,914.963105478252,0,0
"19",15.7682530670489,0,0,348.21158372361,0,0,1184.18679449993,0,0,3826.08423201219,0,345.081462286367,829.129709114387,0,1334.29664864386,0,1171.01372834251,165.876068598722,0,0,0
"20",0,0,0,0,0,382.505925178601,0,0,79.6032809166204,0,0,758.653844034007,0,0,0,0,1055.02657649826,4395.4644192353,514.195816511048,0,2773.43691430717
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
