"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",0,0,109.942291294729,0,0,1256.33508860143,2568.45266050566,95.7139829750432,1740.80238505613,913.244582541778,0,0,0,479.042457015738,2260.85669881016,0,0,0,0,0,1099.65237832372
"2",1640.76471287561,0,1093.33158949088,0,0,452.716677595298,321.276270860109,375.412241907242,0,0,2847.60976872258,0,1438.80852574314,0,123.980634214046,0,149.102832517839,0,491.337724081005,0,1393.0148569134
"3",674.986762642445,0,0,0,0,0,1180.26758787988,2221.13214203837,0,944.441624613503,0,0,0,565.910803064295,124.608651225756,3409.45033487859,1952.62222280016,3444.40835155261,75.5156567782773,0,1986.31531755216
"4",0,1344.33915506384,0,0,753.627267848274,20.4274002662485,0,0,0,118.74760859453,0,0,0,0,0,2912.79745247578,438.821018838734,0,609.101836397545,0,1898.58034038543
"5",633.307564329213,786.294264045061,0,0,0,4294.17217476447,0,0,0,1575.94157773147,476.628167330715,422.289984798591,0,0,69.8617148466014,0,153.704393074677,0,397.943885677655,1305.56536168307,0
"6",0,0,0,505.583049561818,532.77061788827,0,1028.77324016269,0,0,1078.31047978869,0,2193.17788390854,0,729.039354923329,0,2044.62125114018,0,0,0,0,0
"7",0,524.782786327572,1534.19025498653,1429.64071380215,209.261705597927,0,0,1812.40558241967,275.634388824922,0,0,0,1257.82251897971,3.81738521122011,0,0,1198.44474190602,0,0,0,1106.83928954682
"8",0,1453.12765718353,1894.92380998198,0,0,0,0,0,1596.45712807088,0,0,1391.00381059373,1659.79723678808,0,0,0,0,0,844.311373638003,1017.75074551169,0
"9",0,0,70.0457005060487,0,0,0,0,1040.91721438238,0,0,2487.58527396533,0,0,0,64.5113944717568,0,1949.59593456825,0,56.9191092886749,2813.87535769883,30.9871921097112
"10",413.334436682348,0,0,0,853.806578631176,0,0,0,0,0,0,0,355.152742748303,0,6208.22339535644,567.916748827807,101.384681444967,0,1668.95130737758,0,0
"11",1443.28243746469,769.929590406179,1167.43286752698,17.2779199446205,0,680.185888100896,0,0,0,364.65407094098,0,0,0,3992.00367143547,0,0,0,0,1241.94548753131,265.869677289274,853.055461276384
"12",152.327063876593,1874.67733623721,1622.6566807845,2686.64178461874,0,0,0,0,0,291.576825503946,787.249425753139,0,0,1694.66780515972,0,350.775238848983,0,0,15.1928526403616,0,942.848946583676
"13",1679.81245520951,162.630157476084,0,2115.82482934238,1878.68977009085,0,183.319680699166,1271.47501757857,0,0,1288.25827943797,0,0,0,0,502.061376407305,956.880262613004,0,0,0,1424.88155004106
"14",0,0,545.874823767398,488.905249845902,2719.2134697192,942.827831502983,0,0,0,1.42812935879886,0,1412.00776087769,0,0,427.667736730679,32.8389469831524,121.393763916718,2482.70086604911,23.559232976372,2633.68842559653,0
"15",0,1826.74347963938,233.148528311662,0,0,970.305680038464,0,389.266140723749,2592.50692562088,2913.40444481608,70.5453443102585,1825.31362673499,0,1493.19612543321,0,0,442.681196231838,0,0,1162.3823928663,0
"16",0,1081.10451811134,598.183675186456,0,0,768.625461756286,296.849884269934,927.42597409768,737.155878066326,0,0,0,1029.08514615108,0,0,0,403.974449711833,0,394.077837695846,405.210648998347,3556.98043513385
"17",1052.16831291248,0,486.475969633731,0,0,0,258.734842625542,303.941740670105,582.351437594093,0,0,143.225137218393,1100.8941874626,0,0,0,0,799.489509237512,2072.59485941865,0,0
"18",0,60.0599603204834,0,1189.41104498375,2760.93188994172,0,1428.33703125473,0,0,110.710480614712,772.14117294661,0,59.9956041632969,0,0,0,1522.27949620675,0,218.965885065693,0,0
"19",1599.03335179867,0,0,0,0,0,2375.01708001678,0,0,625.547813598698,0,1734.06930771021,839.193065863756,493.607725774679,0,0,0,1518.6145889874,0,0,34.5655465383895
"20",0,0,0,1126.71538909717,0,517.850475911836,0,1346.20004873492,1564.44645705847,750.454391573734,370.333121401745,63.2010346008009,1488.39955116296,0,608.800405742004,0,0,963.304755971861,1093.81943440162,0,65.3617110238155
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
