"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",0,35936.463041711,22720.1573465321,8722.86787814406,0,2250.19936624701,1871.54479449489,1419.59447078746,1201.04589448544,5185.34164864463,0,0,0,335.529980148929,392.687466365815,1020.15911699495,1951.66919410244,62.9556166448274,1693.60580140002,970.803273851376,0
"2",43657.0044607419,0,0,7623.44804844522,8330.05578724923,3609.07518050841,0,328.48247988267,424.910496209317,3048.33541903919,1318.06752940934,3984.22146644263,5655.17399912093,545.618497373081,0,984.047539822512,2244.5157800154,2979.37997295192,28.025446337602,124.249762346663,0
"3",14781.3279209111,15077.3604050314,0,1224.40669771965,3627.95791574585,0,1779.73256444613,8703.96338247327,623.201897395857,2627.97546524266,326.300710314518,415.423493473713,1039.01050575094,128.933556050321,6384.07772121922,317.675025967924,2308.93707823027,0,76.7353949986122,534.520485727134,0
"4",14214.7092159889,3028.41569007445,7149.1976793028,0,0,3324.9946260444,0,0,2341.36209547306,0,0,0,2020.12013909614,0,0,2098.2702124206,0,0,3886.82979683633,2849.01516588668,0
"5",1502.19571167953,5455.15688412311,4364.70510305875,5123.35702887183,0,105.524683959637,764.723134542127,0,0,277.102393209085,0,0,695.592630221349,2566.92578428693,0,0,0,0,6593.15156692131,3264.02411724882,0
"6",2240.60482869209,559.991518308135,4381.11687515174,0,1733.3526526468,0,240.180562954181,1062.54369714761,0,1718.23769704769,1146.90656091952,0,0,1161.31307222426,1019.38827962025,824.562679889179,0,0,0,320.446534132293,0
"7",213.382625062783,2546.91600119101,0,729.396748353838,0,0,0,2440.30095665101,0,0,0,288.173743387469,0,411.562971318201,68.5402732996386,0,0,0,0,0,0
"8",0,3008.96099939562,3160.07454140393,3926.48256066756,4350.55405018593,1120.10170291,775.470242830253,0,0,0,0,2767.08974802185,22.3717168611581,371.992565874317,0,0,44.5968666330941,0,0,0,0
"9",2367.35811297625,339.86674193201,2059.73053785283,0,1675.27604026863,0,0,0,0,0,240.085389905006,0,1280.0754997146,757.354516371081,0,0,0,210.320028239541,0,1703.96064260086,0
"10",0,3760.4620891372,1026.10640931801,41.2867053308764,5485.84176066446,1304.73203531442,0,956.85270248611,1072.55317239687,0,0,125.851126178248,1756.43695522884,503.78124478106,508.138573653243,0,0,0,0,0,0
"11",3656.49643404325,1043.15775680446,76.086828062312,0,0,0,0,1029.40532969857,0,0,0,0,0,655.654884412514,0,0,0,0,0,0,0
"12",0,1949.95209864504,3706.40761601121,5908.53319737698,0,0,0,0,1931.12372273186,305.352724223536,180.494248323422,0,472.216753495793,0,0,0,0,0,477.720055221079,0,0
"13",0,0,5080.99595239266,660.5228993605,182.755451324258,0,0,0,1932.66986228256,0,200.010266658044,0,0,0,0,0,0,2003.04932917544,4226.51612730461,1186.96330206617,0
"14",283.218541745296,1322.52155791328,0,3601.21541393729,282.352957562995,0,0,0,406.618132646081,0,33.1147897152642,0,1132.0685112601,0,0,675.726482684207,1497.14777962648,0,1030.92310453853,0,0
"15",10.5505767796082,2523.55616657107,0,0,1495.67806314365,481.165165726013,0,1391.18620109455,0,1694.81184799728,424.179901302308,0,795.354193105942,0,0,996.563333633115,0,0,0,0,0
"16",282.706919930734,579.823770512878,569.270432248515,0,0,786.170653093867,0,922.42706287593,0,1632.97231262622,2194.88357835564,860.226956724481,0,204.79186685121,0,0,0,0,0,0,0
"17",0,0,611.16689033081,1143.47191494864,0,0,0,0,0,0,0,4518.2273366595,0,369.078940133547,408.987596781897,402.408839042045,0,0,0,482.939313703354,0
"18",0,1163.481147657,2442.59999812354,237.381277184473,531.978239783419,362.227024426399,0,774.490850424229,0,0,0,0,0,0,350.100103464484,0,14.8636147399518,0,0,0,0
"19",0,7219.29635140417,322.307773403748,1647.07185203893,0,798.935087279269,0,586.584746037788,690.485149272783,0,0,1798.11973070458,868.951180879494,1977.26429897884,0,33.7925033743593,0,630.212024589823,0,3160.15662196627,0
"20",2225.77473366925,1641.65379585719,1508.01681200447,236.472452989906,2913.97234151554,1570.58947190608,1360.16063773302,0,0,59.0017114778395,339.741495263965,0,120.258818166015,0,625.854815227221,0,0,0,1786.5607382056,0,0
"21",364.186981202822,45.3561669765021,0,0,0,395.4951494085,0,101.656989068445,0,0,0,0,0,116.903121472689,0,543.367053020055,0,0,0,0,0
