"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,76527.4948421353,27850.6597366884,27006.5255828307,2397.39962621647,27201.7689547393,16900.9762275629,4959.31088854135,0,7450.9794626873,200.080135570608
"2",63869.07055183,0,0,56.3332987228621,1795.36919308503,1832.83839501936,427.962953859001,2071.31279042074,0,13509.5912843205,0
"3",23097.337855419,500.694448660398,0,0,19803.4200040326,0,0,0,0,0,326.706063853009
"4",4876.38108198612,1231.28085159781,0,0,332.135192930799,0,0,4994.89553467721,17587.7322536289,0,0
"5",33710.7420244254,0,0,0,0,0,2330.19692521568,0,0,2328.6325653217,0
"6",8424.5675917453,3078.49456489403,0,0,12369.4127220057,0,2183.82914419683,0,0,4612.10253418388,0
"7",14853.1325916251,0,0,0,0,0,0,0,5871.29153777872,692.055906059646,333.375676088657
"8",8558.00273041561,0,3610.53907989921,0,0,0,0,0,0,0,0
"9",23325.9766677656,0,0,0,2048.75017327988,0,0,0,0,0,0
"10",8268.20309654229,2279.71180784536,12115.7765923543,2040.3242943494,0,1845.9005725069,0,0,1794.51865139864,0,0
"11",0,0,0,0,0,0,0,0,0,0,0
