"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,71022.2209463655,42314.5614033997,12655.067907677,35476.7335320639,4496.78314341126,0,0,16603.3518537405,7926.47667031407,0
"2",68935.1758260977,0,0,0,937.945486666025,1088.70924814663,0,0,520.229061078651,12080.418845268,0
"3",17130.8051173284,1187.80392456242,0,14099.3118929985,0,0,0,3358.65304471351,3604.77581175936,4346.80858060212,0
"4",10476.1919054333,0,0,0,0,16489.2861854503,2056.94682393714,0,0,0,0
"5",16416.391691417,4483.3186244138,0,0,0,2598.94166120306,11594.4431332527,3276.47640467657,0,0,0
"6",26753.2912042494,0,0,0,0,0,0,0,0,3915.11535277665,0
"7",3460.22424975015,5856.07284694572,0,836.381166552822,0,6206.78768405412,0,5390.38976424911,0,0,0
"8",5996.07069318269,0,0,0,1647.28540090515,0,0,0,4525.18571622707,0,0
"9",23103.2480399753,0,1262.41400554177,0,684.522491914652,0,0,0,0,324.542303612998,0
"10",16712.0154643193,1068.26017284523,0,1512.42220867481,0,0,8191.57529364464,0,0,0,860.161875512276
"11",0,0,0,0,0,0,0,0,0,0,0
