"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,79985.5775418082,4806.20748814651,19754.411592407,8547.90304844898,30880.507922265,16397.4848475518,5226.88541259293,16687.3702655882,8208.84733816386,0
"2",73827.9164593202,0,0,8266.69558450584,0,0,1467.86642343025,0,0,0,0
"3",30978.1357573593,3632.09897332486,0,0,0,0,0,0,8566.17217721772,0,551.751464063033
"4",29022.4249148208,0,0,0,0,0,0,0,0,0,0
"5",9852.66860340137,0,28516.9029115616,0,0,0,0,0,0,0,0
"6",15577.3724130591,0,0,0,9057.19988656785,0,559.297254199318,5474.53700319957,0,0,0
"7",5021.32019520937,0,0,1082.07599899016,10681.9344493468,0,0,1324.09679784684,0,3640.42827015886,0
"8",12168.5418103146,0,0,0,0,0,0,0,0,0,0
"9",8630.64069679431,0,0,0,0,0,0,0,0,16744.0861442508,0
"10",3904.39334147388,0,10253.8650092339,0,10459.4495271867,0,3418.31672565305,0,0,0,308.41041144924
"11",0,0,0,0,0,0,0,0,0,0,0
