"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,74008.8493767405,20570.238797583,9968.7677077391,32263.7627601123,17687.9163378816,21626.2388493142,1689.94191114668,6404.09005834417,6006.88429985358,268.505358256882
"2",72973.9999893186,0,167.670870811899,0,0,2187.14478955415,0,5566.97174849465,0,2170.04978927449,496.641279803318
"3",24199.3009866316,0,0,19134.415468164,0,0,0,0,394.441917168646,0,0
"4",0,645.844377963694,4043.92466064722,0,4561.50818445451,0,0,0,18455.0104672928,1316.13722446256,0
"5",34987.6770867645,3381.89442819865,0,0,0,0,0,0,0,0,0
"6",6603.57732704199,0,10724.0608844637,0,851.524187271533,0,0,0,0,12394.2289207967,95.0152374520758
"7",9592.37489702296,2370.43502755438,0,0,1069.69177971133,0,0,4768.60555399785,0,3948.74845326541,0
"8",4633.37538372587,286.711213771795,4491.14214789619,0,0,0,0,0,0,2757.31306492105,0
"9",22234.0583486207,2923.94209090371,0,0,0,0,216.72640152029,0,0,0,0
"10",13759.050172627,0,3579.93804753959,0,0,11005.4467948296,0,0,0,0,0
"11",0,0,0,0,0,0,0,0,0,0,0
