"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,76771.1262719633,6253.76366400716,24578.2965032744,23247.5057743321,18872.7289903003,17783.529730283,8396.23838250345,14592.0061403088,0,0
"2",47200.1977956481,0,0,877.793055452461,15498.9811372181,5837.31432260804,399.869537353699,2036.57187595342,4553.07115874889,7158.6795842746,0
"3",40713.6715255209,0,0,0,0,0,202.206554770982,0,0,2812.28029167291,0
"4",25090.7790791628,0,0,0,0,0,0,0,0,3931.64583565784,0
"5",15252.1649440779,3442.2924139478,4594.36203445928,0,0,5590.24581513337,3457.35942842677,907.12893097834,0,5126.01794793938,0
"6",21932.3835898114,0,8458.73097317077,277.29199404362,0,0,0,0,0,0,0
"7",10811.9949292929,0,879.375221154602,3369.80162313225,0,580.218794223941,0,0,6108.46514374853,0,0
"8",3727.62516666934,0,7580.75476813329,0,0,0,0,0,0,0,860.161875512273
"9",0,0,15809.9887480171,0,0,0,0,0,0,9564.73809302839,0
"10",24254.597161571,3404.25782922183,0,0,0,0,0,685.58002420417,0,0,0
"11",0,0,0,0,0,0,0,0,0,0,0
