"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,64117.3307349147,2155.66306525909,19196.0228943559,24481.264317593,29250.3642363753,14855.9392636563,3052.98181440937,14886.7788708497,18498.8502595597,0
"2",73820.2998252274,0,0,7563.70745812654,0,0,0,0,2178.47118390307,0,0
"3",28675.0219923219,4174.92571784544,0,0,0,0,2689.91827374431,0,8188.29238805344,0,0
"4",19897.6007138269,0,3731.86804355218,0,0,1630.14368589024,0,3762.81247155157,0,0,0
"5",19400.9675260792,8011.22658753623,4342.73993765236,2123.0783442359,0,0,0,4491.55911945907,0,0,0
"6",0,7314.19347483688,23133.8386030043,220.374479184613,0,0,0,0,0,0,0
"7",11961.3821945714,0,0,0,0,0,0,0,0,9788.47351698067,0
"8",9217.29951614207,0,0,0,0,0,2645.20431814004,0,0,306.037976032669,0
"9",23722.8234457515,0,0,0,0,0,1651.903395294,0,0,0,0
"10",2288.01897783367,0,10212.8657594741,0,14265.2225939575,0,0,718.165808219293,0,0,860.161875512273
"11",0,0,0,0,0,0,0,0,0,0,0
