"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,50572.4669667343,36198.2722000199,0,36389.3375748239,6466.47428587431,13882.0548181878,7483.40519278374,13285.1774408058,26218.006977744,0
"2",82230.1427279126,0,1332.33573934467,0,0,0,0,0,0,0,0
"3",11726.8026346124,0,0,17044.3781475802,0,10436.4250377957,0,2071.63834153063,1733.12656232297,0,715.787648123316
"4",0,24887.5180038923,0,0,0,4134.90691092824,0,0,0,0,0
"5",16952.7175196224,0,0,605.855216302637,0,0,7960.91043264656,2470.47567932494,10235.2384396772,0,144.374227388958
"6",15803.3207049481,8157.69154450706,4339.91270693598,2367.4816006347,0,0,0,0,0,0,0
"7",15424.1625180483,0,0,0,0,6325.69319350386,0,0,0,0,0
"8",12168.5418103148,0,0,0,0,0,0,0,0,0,0
"9",19482.3635720524,0,0,0,0,3517.0084941627,0,0,0,2375.35477482971,0
"10",15195.3627042434,0,1706.45476264132,9085.46821138551,2357.14933672655,0,0,0,0,0,0
"11",0,0,0,0,0,0,0,0,0,0,0
