"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,80574.6875897176,30039.3556318523,14978.1273849215,25815.3735837472,5592.44112523799,981.2664783013,1181.22816270454,10671.1773625442,20661.5381379455,0
"2",65956.3657356258,0,883.91529010156,0,0,0,8790.37382690273,0,0,7931.82361462759,0
"3",28860.8153951267,0,0,0,0,0,1147.24917804988,0,13720.0937987888,0,0
"4",0,0,7285.07375918088,0,0,21737.3511556397,0,0,0,0,0
"5",38369.5715149629,0,0,0,0,0,0,0,0,0,0
"6",23537.5666013947,0,0,7130.8399556311,0,0,0,0,0,0,0
"7",14046.7638195209,0,5368.63072780739,0,1853.51968658473,0,0,480.941477639154,0,0,0
"8",4894.74675422997,3042.98892541514,0,0,0,0,3368.53484919661,0,862.271281473209,0,0
"9",0,0,0,0,4355.87560434941,3550.71564138795,7104.78602201253,10363.3495732957,0,0,0
"10",13317.5843708945,0,0,6994.21583534994,6721.71803686901,0,450.754896371374,0,0,0,860.161875512274
"11",0,0,0,0,0,0,0,0,0,0,0
