"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,70590.6719537685,14086.4420803155,7195.01573845052,38746.4869115505,29647.0025917013,0,6536.5192324139,7909.47718949388,15783.5797592784,0
"2",67638.7260311558,0,4279.6445893411,0,0,0,884.991125750914,0,10759.1167210096,0,0
"3",40130.2959486753,3597.86242328968,0,0,0,0,0,0,0,0,0
"4",10639.2901028755,0,5855.63168737859,0,0,979.363407052107,0,0,0,11548.1397175148,0
"5",6380.99974302531,2260.89131777455,6234.19177797826,10882.8108125984,0,0,9176.90342729739,0,3433.77443628877,0,0
"6",29604.0340659783,0,0,0,0,0,0,0,204.210615535308,0,860.161875512273
"7",11553.2737899244,0,0,8542.78682850384,0,0,0,1653.79509312388,0,0,0
"8",0,4246.37976188088,0,0,0,0,4150.83781998711,0,2509.68195266695,1261.64227577985,0
"9",18802.8102330816,0,0,2482.56979635013,0,254.141923511892,0,3835.20488810152,0,0,0
"10",4233.98427703788,2921.87105841951,13121.0652739288,0,0,0,7630.23287779897,0,437.281527811681,0,0
"11",0,0,0,0,0,0,0,0,0,0,0
