"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,74560.9803317185,13760.6652349497,24746.8065129272,32434.6128253331,8761.05141987125,0,9811.47371592712,11392.2433037002,14804.1152249122,223.246887632926
"2",65584.3457051212,0,9928.14057022948,2135.84353696977,294.889620097284,0,5619.25903483858,0,0,0,0
"3",24442.0889916212,5992.84466577392,0,1723.54699123116,0,0,9423.45752341462,0,0,2146.22019992426,0
"4",19084.5008251305,0,0,0,1169.74289828276,0,6800.24869258122,0,0,1967.93249882645,0
"5",26814.9350384364,2138.50799799902,8779.21349064797,0,0,0,0,0,0,0,636.914987879346
"6",28361.921597161,92.4394621526828,0,0,0,0,0,2214.04549771216,0,0,0
"7",341.36077122113,0,0,496.986134774714,0,13359.3640549874,0,0,0,7552.14475056883,0
"8",11335.6377528262,832.904057488497,0,0,0,0,0,0,0,0,0
"9",12142.8216495887,0,11108.9561131149,0,0,0,0,0,0,2122.94907834152,0
"10",875.801860646755,0,0,0,4847.24156783757,8760.09244740655,0,0,13861.299139106,0,0
"11",0,0,0,0,0,0,0,0,0,0,0
