"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0,50461.7627482644,9434.94257105708,15590.7904524195,38418.6458634698,25090.7030461813,9030.78615735484,7011.75794289852,16748.0725416339,18368.3890265797,339.34510711306
"2",78643.2395326823,0,0,75.3607136433991,0,0,108.265071380919,0,4735.61314955119,0,0
"3",19466.2700805579,15105.7094017532,0,5873.42168837778,0,0,0,0,1847.51861021403,1435.23859106221,0
"4",17436.1495904624,11586.2753243582,0,0,0,0,0,0,0,0,0
"5",36397.3807659998,1972.1907489633,0,0,0,0,0,0,0,0,0
"6",748.362680752779,4491.73829179391,25428.305584479,0,0,0,0,0,0,0,0
"7",0,0,8417.98514953327,0,0,1611.09142070037,0,5013.76127074084,1922.33814140718,4784.67972917054,0
"8",7141.17053845123,0,0,0,327.841048080526,4178.71345538393,0,0,0,0,520.816768399214
"9",14540.6524060675,0,0,5479.04342616538,0,0,1349.97660305202,0,0,4005.05440576067,0
"10",14610.1885967815,0,295.742103872699,2084.56689529636,0,0,11353.9374190466,0,0,0,0
"11",0,0,0,0,0,0,0,0,0,0,0
