"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",0,37926.4428303173,3395.60718895215,1748.24944626204,12225.828092267,500.448864174693,0,2609.47982716807,5180.03510367995,87.1394042451994,1501.76285996259,263.429731815966,4150.15928011068,1271.29100062355,460.473991884417,586.037276988804,309.844285482349,7577.68809934186,930.967439697535,654.384554847887,0
"2",51350.4786337776,0,14898.5841262117,12080.7309952513,2314.80225093624,3216.46815950767,0,276.605534172406,689.549273330669,0,583.664819985761,6.63092101388754,1388.5909805538,404.4034442957,163.03665656977,2339.72569540727,1421.46227715277,0,1252.59452020852,746.403770038421,0
"3",732.619980664469,14397.4397209831,0,21673.7021109422,10936.7858620066,2412.10061504564,3557.70064840554,0,0,1505.85715549669,0,0,535.682192251724,192.186702714482,929.240546999921,0,85.6601240112167,464.23510108159,897.205965800061,130.295857764544,0
"4",7859.5648298616,8106.63233134788,0,0,21446.946365049,0,551.332451355052,644.022224433032,3717.00216107034,979.059223925822,31.457985233305,663.463790164948,996.342173805156,515.367393758505,0,1520.04828114449,825.138497116235,1015.41821544993,1519.89725004289,272.695139277311,0
"5",6364.43595458616,9956.66644840781,26669.6914790812,4544.81782736454,0,2632.06800431463,420.822274528587,0,1032.80421575129,405.653937626286,810.389045357199,757.098536669795,0,1525.19619459341,0,3339.61344286617,0,137.642530853209,0,1458.97664338497,0
"6",0,4378.36324109736,0,0,133.805449634502,0,2530.090721917,644.850802708842,1858.58764842384,1540.95103919898,1012.71983009107,596.290070389226,1212.97390842782,0,714.595467838101,1992.75970840196,448.211458465955,1373.37822796506,432.290908361938,0,0
"7",66.7047750820732,1501.65235629079,806.369884414848,2131.89040269183,2319.15595654534,619.098569916529,0,1166.15112909616,9.78063637601662,889.256402550915,0,486.372920790758,929.756471465745,273.303540942756,379.567153405809,236.620617002729,324.559688412008,0,0,0,0
"8",1305.86587021619,813.980182469511,702.155162766429,83.4379162912373,0,0,485.752886972815,0,1349.30045216622,0,33.180463765362,285.939286884668,0,401.596520062892,0,409.993162803895,0,0,0,204.697798606432,0
"9",5759.92646516588,647.424774319879,1497.09500113513,0,287.536578498612,2882.25704300676,0,148.383228668009,0,866.361701649446,0,392.837232892305,1732.69199168782,13.9458078327118,228.677624365544,1616.51396181889,1029.91720456223,0,278.654189032973,0,0
"10",615.487942249003,462.885946019113,783.410893492772,0,0,2689.6620277335,252.692599586192,0,0,0,159.043099181626,41.8343883425819,0,0,116.014247497702,122.714593953028,1479.4822809236,610.841445711299,1281.19300079807,362.020194206652,0
"11",0,67.6554613299758,646.4197969335,0,0,362.917769301559,0,0,295.948282879812,0,0,0,0,0,0,0,801.484904813121,630.214144318832,36.2655021506609,2282.44418426504,0
"12",0,0,879.219981147238,1025.05709632201,954.748271728652,0,0,0,1277.93513040207,0,90.4375577819411,0,0,5.57038798924378,389.018268038769,252.735603275333,0,432.209856160051,0,0,0
"13",380.561113897191,219.172998461057,0,3255.51892944045,5443.63910061259,41.9230012866886,0,0,399.826682424158,2029.27331223079,0,411.639169671715,0,201.367420641916,0,0,512.987431013809,329.258417719007,0,662.247581773573,0
"14",1677.61042204693,198.667465188467,0,172.93898600605,0,878.3116706334,1373.07532173879,0,0,0,0,1044.56335636373,0,0,0,1411.59792319828,188.77922876122,698.683853162797,501.567968487805,0,0
"15",0,2019.16636764204,2216.64296158799,1316.84315179711,829.838712162031,141.155249982581,547.279597956697,0,0,0,0,0,1191.67853240734,0,0,1459.50120462478,0,0,610.78775845718,0,0
"16",0,5988.1753658643,222.166329053173,0,1377.92496514564,464.112066180613,181.780690506994,0,1081.93052800234,0,0,0,0,0,1735.01084695352,0,0,4826.00173502131,0,0,0
"17",409.358553674628,568.747854900117,1283.56952310686,701.239297884412,0,325.435328194573,0,504.155904809483,0,0,0,219.004428090307,0,789.629619622533,3858.49183555219,0,0,126.566008090407,0,336.142090011305,0
"18",2936.49525992893,4949.05116818932,1417.23655970247,1741.02989580736,0,1354.71129624145,0,0,618.196635756498,0,0,80.4665270845251,80.390816655301,1104.10863741746,1152.68523685615,664.973068446648,475.185363032678,0,0,1474.87975959426,0
"19",367.023968716532,1018.55704169631,0,0,180.565512802957,131.93435462378,1205.4741599165,0,0,399.177821706946,0,0,1080.49353923997,1197.38657738206,0,34.5421322171741,0,0,0,1932.94581419915,0
"20",1072.31264685859,2357.69493168284,1567.47070615433,0,1509.27887325705,353.733844413113,1001.90845435236,0,0,324.51642443437,515.486398873791,0,727.895684464002,0,0,0,1206.89659284504,0,0,0,0
"21",753.031620514944,526.140217429333,250.185738143012,134.74212692608,0,0,0,0,10.5119948241763,0,320.770453544969,0,0,0,0,117.910447130997,0,0,0,222.762656329326,0
