"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",0,35198.2305013651,11135.1731379108,14389.3329331065,1878.42895941632,3533.22688696325,1910.61088499184,1296.66889423365,1522.40186783715,2328.52733525867,1193.03184650989,670.361868474717,0,439.515316498614,0,1649.62929827591,2766.88930552763,213.608566979635,95.0079310579332,1158.62374341475,0
"2",49766.9075599686,0,8538.46596669524,5151.62769348684,10922.2853057417,0,3241.591240372,639.410531115684,0,904.804232454143,1646.0531223226,213.575840326945,7655.48035831491,964.965200423551,54.2839684125774,1171.64388880638,918.749119164586,1001.03433596368,0,342.853694843782,0
"3",3919.58023732216,0,0,10485.5142289065,28597.9444099505,0,0,2267.00696308865,3268.73561492351,813.097338516216,430.674230643965,0,1226.2685322061,772.274148188172,945.574832261705,4199.8762290484,0,583.50954652481,940.656272586778,0,0
"4",1596.19741683504,27920.3523092758,1838.12799988213,0,3948.94082222747,825.273798397706,0,56.5143219176345,7.2915943466962,0,124.275450715835,1326.9280266557,0,0,1880.8390768742,4182.19279013978,0,3653.2072787083,3109.7903317988,194.457095260456,0
"5",5972.27285190107,14130.058535288,21813.6556297268,0,0,888.083295685552,245.339450817801,584.495889699947,3025.46067907647,2997.89494609893,0,363.575039325165,0,1229.00067641711,0,450.088154020956,0,7305.87602210689,876.588740025349,173.486625194908,0
"6",0,0,1093.18536237021,3614.10461395482,1586.87790737138,0,2037.35355168287,285.741855783913,4201.6356976681,385.401351128227,0,0,0,584.202442763039,2198.52200450965,0,259.266470898416,0,665.37373068106,1958.20349411007,0
"7",3822.57356369717,1457.78236988525,1050.96474965706,0,362.693507452475,1253.63367292442,0,0,315.302713220564,943.235947873854,0,0,1345.23473170333,378.887452027973,0,118.45148211985,0,1091.48031442243,0,0,0
"8",1210.64091322779,68.4935654692752,0,297.479504085849,0,335.342979130068,536.218693725407,0,476.410177584618,144.913950883488,0,0,559.996240421301,1213.01789456784,674.354189099839,0,0,0,0,559.031594810162,0
"9",4453.97244498183,1422.43642991677,1446.48228716849,75.0607278544853,0,3621.72212457163,0,0,0,0,0,0,0,0,2604.04388330081,1789.91373613339,1024.05647952048,944.534691188217,0,0,0
"10",1391.53564110898,1400.78909915219,1675.24678166159,49.0021889910848,157.392851489347,2229.34286873717,0,0,1122.83948540995,0,0,315.089431648964,0,398.198350920301,37.775009627132,0,0,200.070950948463,0,0,0
"11",174.113584049759,0,0,0,398.284184525309,1037.2312940242,330.860074380539,0,972.716209498078,350.933576830011,0,1128.25162757164,534.324791860449,196.634703252549,0,0,0,0,0,0,0
"12",1461.20385077638,700.438588434526,0,441.228285294536,368.344559590686,300.146667725309,118.065590187826,0,0,0,0,0,769.603217876402,0,0,196.518689262927,0,702.367133094998,249.015570601692,0,0
"13",2458.88626550182,1323.92243053957,681.941040612956,4355.90950897461,1165.02860542372,1006.24929640002,1337.12963099552,0,567.316443576233,0,310.022582027447,491.982413576854,0,0,30.3152581611185,0,158.711683383063,0,0,0,0
"14",1416.49319639944,2857.63633632929,0,0,0,0,0,0,0,0,627.351714607331,232.668787029357,1467.85131660288,0,0,1134.00806478732,0,409.78677983182,0,0,0
"15",0,0,0,4219.34287171993,3543.26634759529,716.822764501558,0,55.7374124159263,15.6980420753195,0,0,0,0,25.1870616840902,0,848.101019419755,0,13.1259448618173,895.612072344023,0,0
"16",207.77770862485,2960.9209140861,3417.26871464117,1796.98360922515,440.719101055508,3078.99519481317,708.809452316313,6.31798881154089,340.016976951273,0,125.481503213364,0,151.239750338933,0,116.351715828911,0,736.736642922584,0,486.761916913105,1302.72133698585,0
"17",0,3107.6656240782,918.252622240196,0,3694.68254878032,0,0,484.664735091735,184.029506466032,0,0,134.179617201808,0,197.373437038401,1.90864334638852,0,0,0,399.583709693663,0,0
"18",2504.39722410581,159.343033479069,86.1417388237529,4421.07427521445,1392.89881387601,0,97.4478245089184,0,217.038174142669,158.437744021906,482.411229187429,0,0,1185.185969273,1582.84329453952,0,1074.31903943623,0,0,4687.87186410433,0
"19",1096.65330003219,1808.69709435413,8.71804916350095,1313.53774217166,672.97099966617,0,0,0,0,0,0,0,316.656631745124,0,0,0,1396.17424856265,571.046261231341,0,363.646595574587,0
"20",0,1293.02381216043,3532.20125132882,0,0,0,1544.4834132575,0,1284.5155623109,0,0,0,0,310.910594822641,0,364.863767265867,774.706347176608,1532.48980901283,0,0,0
"21",198.272278707587,294.726059822798,0,0,830.097066483904,180.267020683042,0,317.090058897354,0,0,119.610834549723,372.957708363252,0,0,0,0,0,0,23.0342273351797,0,0
