"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
"1",0,0,598.845923005844,474.226665776315,0,0,0,0,0,295.612880811208,755.012284280221,957.324726081504,0,0,0,0,1003.3244002532,0,988.73201501657,491.470006804327,864.390421437486,0,0,241.507061075395,0,0,764.764776246092,581.429468625172,0,1215.00619277773,0
"2",1600.59062698988,0,0,0,0,0,0,364.313950236354,1207.61498971406,2183.63250320495,0,387.238944741046,0,839.674610958398,0,0,0,0,362.741326184799,39.210894783679,0,0,0,439.943388973464,9.88328557269656,1023.14685941199,381.875890172096,0,0,0,4516.88216287823
"3",0,0,0,733.570728441159,0,1473.16728210058,0,0,0,0,354.216002716568,0,98.4346517600987,0,866.011779875601,0,204.451154163476,287.076621583135,0,1076.22609449424,1204.77306052141,241.938387158052,3217.15089080089,0,675.896625006372,17.2287293919782,0,0,1905.09459762997,907.642825692436,1172.75852680095
"4",0,344.424672690368,1094.04689128895,0,170.027843773231,0,227.138501720338,181.049294797754,0,0,507.633963484075,0,0,176.328290466827,0,0,0,159.03943636941,967.275627982568,1217.62603732937,0,0,303.284305126864,0,803.622877121467,488.457420638729,264.098000472418,144.360898679389,0,0,2467.11163110803
"5",0,0,0,0,0,0,1116.32911202038,0,0,0,0,0,0,19.8981606638459,1157.34732340325,1168.21738601221,0,0,0,0,0,0,261.293487966655,0,0,0,0,365.850035981151,1525.20624902767,1716.33136486936,1038.71824316741
"6",0,1907.24432452795,0,716.491078037869,0,0,712.699901427922,0,0,0,0,0,0,538.80111996657,0,557.421397450167,1442.99186792064,0,0,0,0,0,0,1499.90805206208,197.288819715925,822.083708826964,0,1448.14385803897,30.0555432564958,0,0
"7",0,374.456587176786,223.461887724499,1205.86910191706,503.609762003283,444.968854611497,0,0,1508.86875589852,2142.37296211911,0,0,120.300940414564,734.333070450141,1418.32849509097,16.5713641609015,0,0,0,0,719.285094593237,255.110440104191,22.2170214989178,587.341405323015,1067.72464582388,660.090182384156,0,0,0,233.566359377112,1332.48282398961
"8",0,0,525.700343500343,0,1099.75073311708,0,0,0,340.217473821588,963.199528731553,0,0,50.455271461491,2819.97416595091,342.974820764432,0,0,0,0,0,1916.40604245137,0,0,1203.86008281815,1492.46023072025,575.816036393447,0,889.667775146908,78.3739783316353,0,45.182887781054
"9",924.966298266454,0,0,1211.01006914273,0,461.263292655597,0,0,0,0,1487.4893414728,0,0,0,836.197808300411,508.397674067266,0,0,517.957785131308,699.510673651468,668.42768052059,0,213.180522436999,0,0,449.036723788369,150.457710714348,0,0,0,0
"10",0,0,0,75.9107495391652,0,1117.21019346404,1158.2418797444,0,0,0,0,0,0,0,0,709.10838335938,0,0,751.842271062487,0,428.975500028059,0,0,0,1757.65952988881,281.375318586918,234.19277360478,477.924434247403,2769.94896889213,0,2190.67221405683
