"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
"1",0,0,0,1633.01936381229,795.966011549035,0,0,1460.68185980792,250.345794493625,153.551609940273,0,298.837379840408,234.738903745284,747.85903011518,114.189949117927,484.443208826507,0,0,0,180.845542029811,898.370301708888,0,247.735508284862,0,0,0,0,353.74101009042,0,0,1377.32134882857
"2",0,0,942.70112787273,0,0,0,502.181999096812,59.9442064964526,0,1721.88141875966,0,1702.58849324756,0,0,2268.74981240388,0,0,1151.49557817139,0,0,0,0,0,0,661.229820443613,630.752024014776,240.83888026343,366.494772434535,0,0,3107.8913006169
"3",0,219.868484623164,0,0,2065.40902356963,213.528137679896,0,0,0,0,0,0,959.125908086385,602.229627994034,1992.10165155457,0,0,0,222.434083345223,566.260106621993,2428.44319130679,0,0,122.010439791575,1410.65347585412,59.7897704117441,0,10.3397454330968,3563.44431186472,0,0
"4",132.789164725327,21.7217472011157,426.350880661939,0,0,0,0,1670.62260260077,0,156.214886838734,1496.62348529923,0,0,1003.70654525964,73.9931408711266,0,691.436341305161,0,0,6.63958758860315,214.839679669572,917.730576146187,0,0,1023.1452183919,445.624490360771,0,658.035570732455,449.488269138159,0,126.563506259034
"5",0,0,530.523194587688,356.385861040091,0,2138.15380977239,0,863.068486621652,55.3987443592881,0,0,447.669220619715,0,0,19.3742770654347,262.794910573901,0,178.108013791909,0,0,0,607.919033442483,22.1773139253722,0,0,78.4706240930951,0,0,19.1933113118972,898.622840168428,1891.33172173856
"6",812.98974991435,141.246524383851,450.329346509613,0,0,0,0,0,0,1452.83638371559,193.201837015194,1781.29563050419,0,0,0,917.765843125677,330.172114389156,596.2952058641,240.766679220942,0,0,0,347.519983290504,524.167108651118,0,2057.0290687489,0,27.5141958983971,0,0,0
"7",788.303979498588,205.752752602373,0,2079.1170761371,0,101.718611750504,0,447.696223689197,0,0,0,0,0,87.6233409350501,1940.13883618535,0,364.497977715556,0,0,0,0,1044.46679827517,0,1287.13083419011,15.3927540904984,341.13974029461,1637.43546471152,700.367333256824,0,1577.03916779806,953.138863530834
"8",0,959.491474614962,138.502842172384,0,94.8162597392573,0,0,0,475.617152764414,554.520114658118,0,1133.62589062758,1172.3258928871,0,0,0,0,278.179908330398,114.667245555014,3896.91506406253,345.144420924785,0,368.626073836192,0,0,0,0,0,2350.37095138887,0,461.236079428672
"9",0,0,0,905.17348780673,0,876.117048432517,249.758398918939,0,0,0,0,0,0,0,0,0,466.695541987725,0,0,520.460781922768,865.550918888081,918.347695599775,0,0,0,431.991868983551,2563.07765623597,0,0,0,330.72218137228
"10",824.650747156577,0,0,334.677908201216,0,141.461241374028,0,0,0,0,0,0,414.561277586952,0,7.46213481253695,383.630251186383,0,0,954.850463160483,2087.03459511168,0,0,1287.75844372674,0,0,709.592611829051,253.547838183539,62.0000799695672,0,0,4491.8346241757
"11",116.182093910724,53.6290245230706,0,0,1401.71195364644,0,0,646.071245803492,1085.1785822446,0,0,637.1618087286,1246.03300651459,0,0,0,0,828.267026859649,0,350.305456457339,1078.12206038777,0,1747.2608573939,1646.25044069111,0,1093.20124529073,0,0,0,312.348563170001,2252.2106924528
"12",0,639.224320623181,0,0,0,0,1537.20047697292,0,0,621.733774806834,168.457775347304,0,734.141642919462,1966.34380739693,0,447.82570577208,0,1836.56223626863,38.0566220221147,0,211.248709505825,0,653.982211721337,0,0,0,887.007767541501,654.604845953634,0,668.400845436805,789.845345210213
