"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
"1",0,0,0,0,0,630.026429309085,0,0,0,0,0,0,0,494.40389921213,0,0,0,0,0,523.596857377328,851.284161933725,0,1887.06192358781,467.891552817024,1308.33548286923,0,852.579549172361,612.137511101654,763.932510380741,0,840.396944429906
"2",0,0,0,0,2250.27667939079,777.567901103888,1420.72829755868,331.957405857122,0,0,808.927645144416,0,0,0,0,805.823637627598,0,0,0,2143.95343723104,0,0,0,506.074639958967,0,0,0,0,301.605280897184,1859.63955620196,2150.19495284999
"3",0,0,0,296.107056053689,0,0,0,938.171726113181,1121.74139576044,0,0,1221.38448322428,0,0,0,0,0,0,2522.22918665541,342.050531474872,0,0,321.739063139133,859.992527580147,0,1598.85191443973,0,0,576.388928380011,2184.6854069502,2452.29573836586
"4",0,0,0,0,63.5872977307033,0,0,399.298323232128,0,0,0,1005.16813907092,0,0,723.847055212643,243.051273282719,0,1330.33378707404,102.354108211988,1073.38835317327,0,0,0,0,140.142481634002,3711.04868374406,0,0,0,0,723.306190683359
"5",0,0,0,365.490034338606,0,0,421.650480305931,0,0,1321.64449405293,0,129.344588902436,0,0,0,0,0,644.951330289468,1238.62186773511,681.405095351573,1677.93345878226,0,0,0,445.670138132305,0,0,0,351.204386929398,0,1091.27548829181
"6",0,7.857344921852,0,1107.97632386776,0,0,0,0,657.386620103725,0,0,0,0,1633.01051665916,0,0,0,0,0,0,309.625147026009,1695.45567407397,264.128808296807,311.166640546761,0,0,626.271011777913,383.372164587636,1704.4965815792,1172.38283779069,0
"7",658.219188941718,898.935376319991,0,965.612932525115,0,0,0,0,445.212773469507,2105.83260687054,0,0,0,0,0,0,68.4932393145959,0,86.57218065453,0,70.780659237901,0,0,0,0,56.3312855659879,32.2453330003964,1073.04256190307,0,0,7109.68161685821
"8",1754.28114896432,0,200.021987454852,809.828971781877,1378.04818349682,742.358648919846,0,0,0,0,1698.01999443944,767.049708027805,0,0,2067.96671811105,0,0,0,0,0,0,317.873047299384,1165.56108014145,0,0,54.4067503689044,492.496575982307,0,0,0,896.126556002271
"9",1443.23300134442,245.880754335959,0,240.333235145531,409.612819036107,336.33111464401,0,0,0,0,0,1216.04373757994,0,0,490.814219081735,0,0,147.215198389521,0,132.874976318944,0,0,0,0,0,1189.55960020071,39.2984388481857,1164.24494755998,770.760794499363,301.692743163926,0
"10",0,0,1456.15417296127,429.976445820306,0,1842.774146101,399.608815768001,0,0,0,1485.61044410356,184.780929333228,0,0,0,0,217.855486513909,422.138773795241,0,0,0,0,0,0,647.815583277717,777.339408406334,0,0,0,2683.68641380749,1405.3215965863
